date,home_away,opponent,score,passing_cmp,passing_att,passing_pct,passing_yds,passing_td,rushing_att,rushing_yds,rushing_avg,rushing_td,total_plays,total_yds,total_avg,first_down_pass,first_down_rush,first_down_pen,first_down_total,penalties,penalty_yds,fumbles,intceptions,turnovers
2005-09-17,,Pittsburgh,W (7-6),11,28,39.3,190,0,36,114,3.2,0,64,304,4.8,6,7,1,14,4,35,0,0,0
2005-10-01,,Iowa State,W (27-20),23,41,56.1,317,1,38,57,1.5,1,79,374,4.7,12,5,4,21,4,34,0,1,1
2005-10-08,,Texas Tech,L (31-34),34,45,75.6,368,4,23,44,1.9,0,68,412,6.1,17,5,1,23,9,89,1,1,2
2005-10-15,@,Baylor,W (23-14),17,31,54.8,202,1,23,51,2.2,1,54,253,4.7,10,4,2,16,11,82,1,2,3
2005-10-22,@,Missouri,L (24-41),22,38,57.9,246,1,49,277,5.7,4,87,523,6.0,12,10,3,25,5,43,1,1,2
2005-10-29,,Oklahoma,L (24-31),14,28,50.0,157,0,45,180,4.0,3,73,337,4.6,8,10,1,19,4,26,0,0,0
2005-11-05,@,Kansas,L (15-40),16,27,59.3,215,2,44,213,4.8,1,71,428,6.0,10,6,1,17,6,45,1,1,2
2005-11-12,,Kansas State,W (27-25),6,30,20.0,103,0,50,248,5.0,3,80,351,4.4,4,11,2,17,14,108,1,1,2
2005-11-25,@,Colorado,W (30-3),20,40,50.0,159,0,20,53,2.7,0,60,212,3.5,9,3,1,13,10,105,0,1,1
2005-12-28,N,Michigan*,W (32-28),21,43,48.8,270,3,42,130,3.1,1,85,400,4.7,11,10,2,23,6,49,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-02,,Louisiana Tech,W (49-10),13,32,40.6,238,1,21,67,3.2,0,53,305,5.8,10,3,0,13,5,25,2,1,3
2006-09-09,,Nicholls State,W (56-7),0,3,0.0,0,0,47,187,4.0,1,50,187,3.7,0,7,0,7,6,46,3,0,3
2006-09-16,@,Southern California,L (10-28),25,37,67.6,257,3,31,142,4.6,1,68,399,5.9,15,8,3,26,7,46,0,0,0
2006-09-23,,Troy,W (56-0),15,24,62.5,92,0,27,48,1.8,0,51,140,2.7,4,6,0,10,10,80,2,1,3
2006-09-30,,Kansas,W (39-32),27,54,50.0,405,2,40,169,4.2,2,94,574,6.1,17,8,1,26,5,25,1,3,4
2006-10-07,@,Iowa State,W (28-14),18,39,46.2,262,1,24,53,2.2,1,63,315,5.0,13,2,3,18,6,45,0,1,1
2006-10-14,@,Kansas State,W (21-3),23,47,48.9,272,0,18,22,1.2,0,65,294,4.5,14,3,0,17,5,50,0,2,2
2006-10-21,,Texas,L (20-22),25,40,62.5,220,2,34,128,3.8,0,74,348,4.7,12,7,2,21,5,42,1,0,1
2006-10-28,@,Oklahoma State,L (29-41),13,21,61.9,229,2,41,267,6.5,3,62,496,8.0,11,14,0,25,5,42,1,1,2
2006-11-04,,Missouri,W (34-20),20,38,52.6,244,2,32,119,3.7,0,70,363,5.2,13,8,0,21,2,15,1,2,3
2006-11-11,@,Texas A&M,W (28-27),19,32,59.4,288,0,27,155,5.7,3,59,443,7.5,9,4,0,13,4,38,0,0,0
2006-11-24,,Colorado,W (37-14),11,23,47.8,131,1,31,166,5.4,1,54,297,5.5,9,5,0,14,8,74,0,0,0
2006-12-02,N,Oklahoma,L (7-21),19,35,54.3,265,2,28,42,1.5,1,63,307,4.9,11,2,0,13,3,25,0,1,1
2007-01-01,N,Auburn*,L (14-17),10,21,47.6,111,1,35,67,1.9,1,56,178,3.2,6,5,1,12,6,45,2,0,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-01,,Nevada,W (52-10),9,27,33.3,108,0,24,77,3.2,0,51,185,3.6,5,3,1,9,12,86,0,1,1
2007-09-08,@,Wake Forest,W (20-17),12,24,50.0,140,0,53,236,4.5,2,77,376,4.9,5,11,2,18,6,51,0,2,2
2007-09-15,,Southern California,L (31-49),19,30,63.3,144,2,38,313,8.2,5,68,457,6.7,8,14,0,22,10,102,1,0,1
2007-09-22,,Ball State,W (41-40),26,43,60.5,422,3,36,188,5.2,2,79,610,7.7,19,7,1,27,4,34,1,1,2
2007-09-29,,Iowa State,W (35-17),26,51,51.0,281,0,51,134,2.6,2,102,415,4.1,16,9,3,28,1,5,1,3,4
2007-10-06,@,Missouri,L (6-41),34,49,69.4,411,3,36,195,5.4,2,85,606,7.1,20,8,4,32,9,79,0,0,0
2007-10-13,,Oklahoma State,L (14-45),12,20,60.0,234,1,51,317,6.2,5,71,551,7.8,10,16,0,26,7,62,0,0,0
2007-10-20,,Texas A&M,L (14-36),13,22,59.1,100,1,66,359,5.4,4,88,459,5.2,6,21,1,28,5,38,0,0,0
2007-10-27,@,Texas,L (25-28),12,29,41.4,181,0,48,364,7.6,3,77,545,7.1,10,13,2,25,3,25,0,1,1
2007-11-03,@,Kansas,L (39-76),30,41,73.2,354,6,49,218,4.4,5,90,572,6.4,17,15,2,34,2,10,0,0,0
2007-11-10,,Kansas State,W (73-31),26,44,59.1,320,2,28,108,3.9,2,72,428,5.9,14,8,2,24,7,40,0,0,0
2007-11-23,@,Colorado,L (51-65),17,29,58.6,241,2,52,277,5.3,6,81,518,6.4,12,13,1,26,7,65,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-30,,Western Michigan,W (47-24),30,49,61.2,342,2,25,8,0.3,1,74,350,4.7,16,0,3,19,5,45,1,1,2
2008-09-06,,San Jose State,W (35-12),21,35,60.0,242,0,32,111,3.5,1,67,353,5.3,8,9,2,19,7,47,0,2,2
2008-09-13,,New Mexico State,W (38-7),19,39,48.7,225,0,32,114,3.6,1,71,339,4.8,9,7,3,19,7,50,0,2,2
2008-09-27,,Virginia Tech,L (30-35),9,15,60.0,171,0,55,206,3.7,3,70,377,5.4,7,12,2,21,4,30,0,0,0
2008-10-04,,Missouri,L (17-52),19,24,79.2,261,3,34,201,5.9,3,58,462,8.0,13,8,3,24,1,15,0,0,0
2008-10-11,@,Texas Tech,L (31-37),20,25,80.0,284,2,23,137,6.0,3,48,421,8.8,9,6,1,16,2,20,0,0,0
2008-10-18,@,Iowa State,W (35-7),16,29,55.2,113,0,25,105,4.2,1,54,218,4.0,5,5,1,11,6,42,2,0,2
2008-10-25,,Baylor,W (32-20),9,20,45.0,134,0,33,216,6.5,3,53,350,6.6,5,8,3,16,6,39,0,0,0
2008-11-01,@,Oklahoma,L (28-62),21,30,70.0,315,5,40,193,4.8,3,70,508,7.3,11,8,2,21,7,69,0,1,1
2008-11-08,,Kansas,W (45-35),15,30,50.0,304,3,39,118,3.0,2,69,422,6.1,13,8,1,22,5,31,0,1,1
2008-11-15,@,Kansas State,W (56-28),12,26,46.2,188,1,32,59,1.8,1,58,247,4.3,5,6,2,13,5,25,1,0,1
2008-11-28,,Colorado,W (40-31),14,26,53.8,249,1,22,42,1.9,2,48,291,6.1,9,4,0,13,2,14,1,3,4
2009-01-01,N,Clemson*,W (26-21),17,37,45.9,206,2,26,4,0.2,0,63,210,3.3,7,2,5,14,7,50,0,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-05,,Florida Atlantic,W (49-3),20,41,48.8,236,0,35,132,3.8,0,76,368,4.8,11,9,3,23,11,67,1,2,3
2009-09-12,,Arkansas State,W (38-9),11,20,55.0,131,0,38,143,3.8,1,58,274,4.7,3,11,1,15,3,20,1,0,1
2009-09-19,@,Virginia Tech,L (15-16),12,27,44.4,192,1,37,86,2.3,1,64,278,4.3,9,2,0,11,7,53,0,0,0
2009-09-26,,Louisiana,W (55-0),15,27,55.6,120,0,37,102,2.8,0,64,222,3.5,5,8,1,14,3,14,2,1,3
2009-10-08,@,Missouri,W (27-12),17,43,39.5,134,0,35,91,2.6,1,78,225,2.9,7,4,4,15,8,100,1,2,3
2009-10-17,,Texas Tech,L (10-31),23,32,71.9,234,1,25,25,1.0,2,57,259,4.5,10,2,3,15,4,40,0,0,0
2009-10-24,,Iowa State,L (7-9),9,19,47.4,102,1,48,137,2.9,0,67,239,3.6,4,7,0,11,8,72,0,0,0
2009-10-31,@,Baylor,W (20-10),19,38,50.0,222,0,32,54,1.7,0,70,276,3.9,11,3,4,18,4,25,1,2,3
2009-11-07,,Oklahoma,W (10-3),26,58,44.8,245,0,29,80,2.8,0,87,325,3.7,13,7,3,23,9,64,0,5,5
2009-11-14,@,Kansas,W (31-17),19,41,46.3,236,1,29,99,3.4,1,70,335,4.8,11,8,2,21,4,50,1,0,1
2009-11-21,,Kansas State,W (17-3),12,33,36.4,153,0,34,140,4.1,0,67,293,4.4,7,9,3,19,7,69,1,1,2
2009-11-27,@,Colorado,W (28-20),21,44,47.7,269,3,28,134,4.8,0,72,403,5.6,9,8,3,20,7,34,0,3,3
2009-12-05,N,Texas,L (12-13),20,36,55.6,184,0,38,18,0.5,1,74,202,2.7,10,3,4,17,7,45,0,3,3
