year,school,games,points,passing_cmp,passing_att,passing_pct,passing_yds,passing_td,rushing_att,rushing_yds,rushing_avg,rushing_td,total_plays,total_yds,total_avg,first_down_pass,first_down_rush,first_down_pen,first_down_total,penalties,penalty_yds,fumbles,intceptions,turnovers
2006,Air Force,12,25.2,16.8,25.3,66.7,213.4,1.7,34.6,141.3,4.1,1.3,59.8,354.7,5.9,9.2,9.3,0.8,19.2,5.6,46.3,1.1,0.8,1.8
2006,Miami (OH),12,25.3,13.6,22.9,59.3,158.3,1.2,36.4,173.4,4.8,1.7,59.3,331.8,5.6,7.3,8.1,1.6,16.9,6.9,59.0,0.7,1.2,1.8
2006,North Texas,12,25.3,16.8,26.4,63.7,189.1,1.5,38.8,149.3,3.9,1.6,65.2,338.4,5.2,7.6,9.9,1.4,18.9,5.2,43.6,0.7,0.5,1.2
2006,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,
2006,Kansas,12,25.5,20.7,39.2,52.8,269.1,1.8,31.1,109.0,3.5,1.1,70.3,378.1,5.4,11.3,6.4,1.3,19.0,5.8,50.8,1.3,1.0,2.3
2006,Oklahoma State,13,25.6,17.4,28.6,60.8,217.4,1.5,36.4,146.7,4.0,1.3,65.0,364.1,5.6,10.0,8.2,1.5,19.7,4.3,32.6,1.2,0.8,2.0
2006,Ball State,12,25.8,20.9,32.8,63.7,257.8,1.6,35.5,175.7,4.9,1.3,68.3,433.5,6.3,11.3,8.6,0.8,20.7,8.0,67.3,0.8,0.8,1.5
2006,Mississippi State,12,25.8,14.9,25.8,57.9,205.9,1.5,33.7,115.4,3.4,1.3,59.4,321.3,5.4,8.7,6.4,1.3,16.3,6.3,54.8,0.7,1.0,1.7
2006,Washington,12,25.9,19.8,32.3,61.3,240.2,1.3,34.9,139.6,4.0,1.3,67.3,379.8,5.6,10.9,7.5,0.6,19.0,6.4,49.0,0.3,0.8,1.2
2006,Minnesota,13,26.0,20.8,33.4,62.2,268.2,1.8,37.3,158.2,4.2,1.5,70.7,426.4,6.0,12.3,8.9,1.2,22.4,4.2,31.4,1.2,1.3,2.5
2006,Florida International,12,26.1,14.0,24.8,56.6,147.7,1.5,42.1,153.3,3.6,1.3,66.8,300.9,4.5,7.3,8.3,1.8,17.4,5.9,58.3,0.5,0.9,1.4
2006,Northwestern,12,26.2,17.5,28.4,61.6,204.2,1.2,37.1,158.3,4.3,1.8,65.5,362.5,5.5,9.8,8.3,0.7,18.8,5.4,45.3,0.9,0.9,1.8
2006,Oregon,13,26.5,15.3,27.8,55.0,173.5,1.3,34.8,148.6,4.3,1.6,62.6,322.1,5.1,8.1,7.5,2.4,17.9,6.8,61.5,0.5,1.2,1.7
2006,Purdue,14,26.7,19.9,32.5,61.3,241.2,1.4,38.7,191.2,4.9,1.6,71.2,432.4,6.1,11.4,9.8,0.8,22.0,5.8,44.1,1.2,0.8,2.0
2006,Eastern Michigan,12,26.8,16.9,26.6,63.6,187.0,1.7,41.8,201.3,4.8,1.8,68.3,388.3,5.7,8.2,10.8,1.2,20.1,5.3,46.2,0.7,0.6,1.3
2006,Illinois,12,26.8,15.5,27.9,55.5,182.3,0.9,38.5,127.9,3.3,1.6,66.4,310.2,4.7,8.8,7.6,1.1,17.4,4.5,34.5,0.8,0.8,1.7
2006,Connecticut,12,27.0,13.2,23.3,56.6,178.5,1.3,39.9,179.6,4.5,1.7,63.2,358.1,5.7,7.4,8.4,1.1,16.9,6.4,52.4,0.7,1.0,1.7
2006,San Diego State,12,27.1,14.6,24.6,59.3,171.7,1.8,40.7,180.1,4.4,1.2,65.3,351.8,5.4,7.6,10.4,1.5,19.5,4.3,35.8,0.8,0.8,1.5
2006,Toledo,12,27.7,16.1,28.4,56.6,195.2,1.6,35.7,137.9,3.9,1.4,64.1,333.1,5.2,9.2,6.9,1.8,17.8,6.3,52.3,0.6,0.9,1.5
2006,Army,12,27.9,13.9,22.3,62.3,156.0,1.3,41.6,198.9,4.8,2.0,63.9,354.9,5.6,7.5,10.6,1.1,19.2,5.8,50.2,1.3,0.3,1.6
2006,Bowling Green State,12,28.3,15.7,24.5,63.9,174.3,1.3,35.0,144.3,4.1,1.9,59.5,318.5,5.4,7.6,8.2,1.0,16.8,6.2,53.9,0.6,1.0,1.6
2006,Fresno State,12,28.3,19.4,30.4,63.8,222.2,2.2,33.7,140.8,4.2,1.5,64.1,362.9,5.7,9.8,7.9,1.2,18.9,4.8,44.4,0.8,0.4,1.2
2006,Kentucky,13,28.4,18.1,31.2,57.9,268.9,1.8,36.6,184.5,5.0,1.8,67.8,453.4,6.7,11.6,9.8,1.0,22.5,6.4,50.6,1.4,1.1,2.5
2006,Michigan State,12,28.4,17.2,29.6,58.0,230.9,2.7,34.7,132.8,3.8,0.7,64.3,363.8,5.7,10.2,7.1,1.4,18.7,4.7,37.6,1.0,0.7,1.7
2006,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,
2006,UCF,12,28.8,20.3,32.7,62.2,248.8,1.8,33.3,149.3,4.5,1.3,66.0,398.1,6.0,11.5,8.7,0.8,20.9,4.3,33.8,0.2,0.8,1.0
2006,Marshall,12,29.3,21.2,33.2,63.8,251.7,1.7,33.8,139.3,4.1,1.8,67.0,390.9,5.8,11.2,8.2,1.9,21.3,5.6,49.2,0.8,1.0,1.8
2006,Memphis,12,30.4,16.7,25.6,65.1,230.7,2.0,39.8,178.0,4.5,1.7,65.4,408.7,6.2,9.7,9.6,1.1,20.3,5.6,52.1,0.8,0.8,1.7
2006,North Carolina,12,30.5,15.8,25.5,62.1,195.5,1.2,38.7,172.8,4.5,2.4,64.2,368.3,5.7,8.4,9.8,1.7,19.8,6.3,52.3,0.8,0.6,1.4
2006,Iowa State,12,30.8,22.6,31.2,72.5,238.5,2.2,33.7,153.8,4.6,1.6,64.8,392.3,6.1,11.4,7.3,0.9,19.7,6.0,58.4,0.8,0.5,1.3
2006,New Mexico State,12,30.8,16.3,27.7,58.7,233.5,2.3,34.5,155.9,4.5,1.5,62.2,389.4,6.3,10.2,7.3,1.7,19.2,5.9,56.0,0.8,1.2,2.0
2006,UTEP,12,31.3,21.3,33.0,64.6,242.5,1.5,36.6,152.4,4.2,2.2,69.6,394.9,5.7,10.8,9.3,1.8,21.8,6.2,53.4,0.8,1.3,2.1
2006,Stanford,12,31.4,16.3,27.1,60.3,177.0,1.2,43.3,210.5,4.9,2.2,70.3,387.5,5.5,9.3,12.0,1.1,22.4,5.3,51.1,0.7,0.6,1.3
2006,UNLV,12,31.8,17.6,26.3,67.0,225.9,1.8,39.8,161.4,4.1,1.9,66.0,387.3,5.9,10.0,9.6,1.8,21.3,6.2,58.5,0.8,0.8,1.5
2006,Baylor,12,32.6,17.5,30.3,57.7,217.1,2.0,38.4,191.1,5.0,1.6,68.8,408.2,5.9,8.7,10.4,1.3,20.3,7.8,67.8,0.9,1.3,2.3
2006,Indiana,12,32.8,16.3,26.5,61.6,228.3,2.4,37.8,174.1,4.6,1.8,64.3,402.3,6.3,9.6,8.4,1.3,19.3,5.6,54.8,0.8,1.1,1.8
2006,Rice,13,33.2,15.5,27.5,56.4,226.6,2.5,35.6,187.8,5.3,1.5,63.2,414.5,6.6,9.8,9.1,0.8,19.7,8.5,71.1,1.4,0.8,2.2
2006,Tulane,12,33.3,20.6,32.2,64.0,250.2,1.9,35.7,149.5,4.2,1.9,67.8,399.7,5.9,11.0,8.3,1.8,21.1,6.1,47.5,0.5,0.7,1.2
2006,Duke,12,33.8,17.2,28.6,60.1,227.3,2.3,36.8,168.0,4.6,1.8,65.3,395.3,6.1,9.8,8.3,1.5,19.6,7.7,66.5,1.1,0.8,1.9
2006,Idaho,12,34.8,18.6,29.7,62.6,229.4,2.2,34.0,165.0,4.9,2.3,63.7,394.4,6.2,10.1,8.7,2.0,20.8,5.0,49.3,0.8,1.3,2.1
2006,Buffalo,12,35.9,15.3,22.9,66.9,205.6,1.8,39.4,184.8,4.7,2.9,62.3,390.4,6.3,8.0,9.4,1.0,18.4,6.1,48.7,0.8,0.8,1.7
2006,Utah State,12,38.5,16.8,26.2,64.3,249.8,2.8,36.9,186.3,5.0,1.8,63.1,436.0,6.9,10.3,9.3,1.4,21.1,5.7,56.5,1.1,0.5,1.6
2006,Temple,12,41.3,15.1,25.6,59.0,208.8,1.8,40.8,243.6,6.0,3.4,66.4,452.4,6.8,8.8,12.7,1.5,22.9,5.5,48.3,0.7,0.8,1.4
2006,Louisiana Tech,13,41.7,17.3,28.2,61.5,257.8,2.4,39.6,225.4,5.7,2.9,67.8,483.2,7.1,10.2,10.4,1.3,21.9,6.4,53.2,1.5,0.8,2.2
2007,Ohio State,13,12.8,16.6,31.2,53.2,150.2,1.0,32.8,82.8,2.5,0.2,64.0,233.0,3.6,6.6,6.2,1.1,13.8,4.1,37.2,0.6,0.8,1.5
2007,USC,13,16.0,18.5,34.2,54.3,189.0,0.7,33.2,84.2,2.5,1.0,67.3,273.2,4.1,8.6,5.8,2.2,16.5,5.7,46.4,1.2,0.9,2.2
2007,Virginia Tech,14,16.1,19.8,37.0,53.5,210.3,0.7,31.6,86.6,2.7,1.0,68.6,296.9,4.3,9.9,4.7,1.6,16.1,6.2,49.1,0.6,1.6,2.2
2007,Kansas,13,16.4,23.3,40.6,57.4,222.5,1.3,30.8,94.8,3.1,0.6,71.5,317.3,4.4,9.4,6.2,1.1,16.6,6.2,57.9,0.9,1.8,2.7
2007,Utah,13,16.8,16.6,32.9,50.5,184.2,0.7,37.5,144.3,3.9,1.1,70.4,328.5,4.7,8.2,8.1,1.4,17.7,5.8,47.5,1.2,1.3,2.5
2007,Auburn,13,16.9,17.2,31.0,55.3,173.2,0.8,34.8,124.7,3.6,1.0,65.8,297.9,4.5,7.6,6.7,1.6,15.9,6.9,55.0,0.8,1.1,1.8
2007,Penn State,13,17.5,19.7,33.6,58.6,214.5,1.1,34.5,93.8,2.7,0.7,68.2,308.2,4.5,10.5,6.0,1.1,17.5,5.2,45.8,1.3,0.8,2.2
2007,West Virginia,13,18.1,16.6,29.6,56.1,188.8,1.2,37.4,112.9,3.0,1.0,67.0,301.7,4.5,8.5,6.8,1.8,17.1,6.8,56.7,1.4,1.2,2.6
2007,Brigham Young,13,18.5,19.8,34.5,57.4,210.4,0.9,33.0,97.5,3.0,0.9,67.5,307.8,4.6,9.1,6.5,1.4,16.9,5.4,44.7,0.3,1.2,1.5
2007,Clemson,13,18.7,19.0,32.7,58.1,188.5,0.9,34.8,118.3,3.4,1.0,67.5,306.8,4.5,9.5,6.8,0.9,17.2,7.2,50.9,0.7,1.2,1.9
2007,TCU,13,18.7,19.2,35.8,53.8,220.2,1.0,35.5,103.5,2.9,0.9,71.2,323.6,4.5,8.7,6.8,1.9,17.5,6.0,54.9,0.4,1.2,1.6
2007,Cincinnati,13,18.8,22.7,37.9,59.8,254.0,1.2,36.2,114.2,3.2,0.8,74.2,368.2,5.0,12.0,6.3,1.5,19.8,7.5,67.1,1.2,2.0,3.2
2007,Iowa,12,18.8,20.6,35.5,58.0,229.2,1.1,37.8,122.0,3.2,0.9,73.3,351.2,4.8,9.9,7.5,1.5,18.9,5.1,40.6,0.6,1.2,1.8
2007,Connecticut,13,19.0,19.6,33.1,59.3,194.0,0.9,36.2,157.4,4.4,1.2,69.2,351.4,5.1,9.1,7.7,1.2,17.9,6.4,52.6,0.5,1.8,2.2
2007,New Mexico,13,19.0,17.6,32.0,55.0,197.4,1.2,37.7,122.5,3.3,0.7,69.7,319.9,4.6,8.6,7.8,1.2,17.6,5.9,47.2,1.1,0.8,1.9
2007,Virginia,13,19.7,20.2,34.8,58.2,225.5,1.4,36.3,106.9,2.9,0.7,71.1,332.5,4.7,10.5,6.1,1.0,17.5,6.5,49.7,0.8,0.8,1.7
2007,LSU,14,19.9,15.1,32.2,47.0,182.7,1.4,33.1,106.1,3.2,1.0,65.4,288.8,4.4,8.6,6.1,1.9,16.5,4.8,40.4,0.9,1.6,2.6
2007,Georgia,13,20.2,19.5,33.0,59.2,213.3,0.9,33.8,109.9,3.3,1.2,66.8,323.2,4.8,9.5,7.7,1.4,18.6,6.8,53.2,0.8,1.2,2.0
2007,Oklahoma,14,20.3,21.1,34.9,60.3,228.1,1.2,33.0,110.3,3.3,1.2,67.9,338.4,5.0,10.5,5.5,1.1,17.1,6.7,56.6,0.6,1.4,2.0
2007,Boston College,14,20.4,23.7,41.0,57.8,253.9,1.5,31.1,75.5,2.4,0.6,72.1,329.4,4.6,11.9,5.5,1.3,18.7,7.3,54.8,0.6,1.8,2.4
2007,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,
2007,Georgia Tech,13,20.8,16.8,29.9,56.3,215.9,0.9,36.3,114.5,3.2,1.5,66.2,330.4,5.0,8.9,6.8,1.2,16.8,5.9,51.4,1.2,0.4,1.5
2007,Air Force,13,21.1,19.2,32.8,58.5,232.2,1.2,39.5,136.5,3.5,1.2,72.3,368.7,5.1,10.4,8.4,1.2,19.9,5.5,42.1,1.0,1.2,2.2
2007,Michigan,13,21.4,16.7,30.2,55.2,178.8,1.1,38.8,156.8,4.0,1.3,69.1,335.7,4.9,8.2,8.5,0.8,17.5,5.8,48.6,1.2,1.1,2.2
2007,Maryland,13,21.5,19.2,31.9,60.0,210.7,1.1,36.2,147.3,4.1,1.3,68.1,358.0,5.3,9.6,8.3,1.5,19.4,5.6,44.5,0.9,1.0,1.9
2007,Boise State,13,21.6,17.8,32.9,54.0,207.2,1.3,34.8,130.8,3.8,1.5,67.8,338.0,5.0,8.8,7.0,2.0,17.8,5.2,39.8,0.6,1.1,1.7
2007,Illinois,13,21.8,21.8,36.8,59.3,244.6,1.6,35.5,132.2,3.7,0.8,72.4,376.8,5.2,11.1,7.9,1.4,20.4,5.8,47.3,0.6,1.3,1.9
2007,Alabama,13,22.0,17.8,32.9,54.2,221.3,1.5,36.2,124.2,3.4,1.1,69.1,345.5,5.0,9.5,7.8,0.8,18.1,7.6,66.4,0.4,1.5,1.8
2007,Wake Forest,13,22.2,20.9,39.2,53.4,231.0,1.5,34.3,109.4,3.2,1.0,73.5,340.4,4.6,10.1,6.9,1.3,18.3,5.3,43.1,1.2,1.5,2.7
2007,UCLA,13,22.3,21.0,38.6,54.4,234.1,1.8,36.3,109.2,3.0,0.8,74.9,343.2,4.6,10.7,6.4,2.3,19.4,6.0,50.5,1.1,1.0,2.1
2007,Arizona State,13,22.5,19.8,37.5,52.8,228.9,1.4,31.3,116.2,3.7,1.0,68.8,345.2,5.0,10.1,6.3,1.8,18.2,7.5,61.5,0.7,1.3,2.0
2007,Rutgers,13,22.5,14.2,28.1,50.7,170.6,1.1,39.5,156.9,4.0,1.4,67.5,327.5,4.8,7.6,8.2,1.7,17.5,7.4,62.8,0.8,0.7,1.5
2007,Oregon State,13,22.6,18.2,34.2,53.2,235.5,1.5,34.4,70.6,2.1,0.9,68.5,306.2,4.5,9.1,5.2,1.9,16.2,5.4,49.8,0.9,1.7,2.6
2007,Vanderbilt,12,22.6,18.1,30.6,59.1,197.1,1.3,34.3,128.2,3.7,1.3,64.9,325.3,5.0,9.0,7.8,1.1,17.9,6.9,52.6,0.6,1.3,1.9
2007,Florida State,13,22.9,20.3,35.7,56.9,245.4,1.8,34.9,116.6,3.3,0.8,70.6,362.0,5.1,10.3,7.1,1.9,19.3,7.8,65.9,0.8,1.3,2.2
2007,Mississippi State,13,23.2,15.9,29.8,53.5,174.9,1.5,38.2,156.8,4.1,1.1,67.9,331.8,4.9,7.5,8.6,1.9,18.0,6.5,53.5,0.8,1.4,2.2
2007,Wisconsin,13,23.2,18.2,32.8,55.3,222.5,1.6,32.5,134.1,4.1,1.2,65.4,356.6,5.5,9.6,7.3,1.0,17.9,5.3,47.5,0.5,0.9,1.5
2007,Missouri,14,23.3,24.8,40.0,62.0,256.9,1.3,34.0,122.1,3.6,1.4,74.0,378.9,5.1,12.7,6.4,1.3,20.4,7.4,55.6,1.1,1.2,2.4
2007,South Florida,13,23.4,18.8,36.5,51.5,212.1,1.6,36.1,130.5,3.6,0.6,72.5,342.6,4.7,9.2,7.6,1.2,18.1,7.3,60.0,1.5,1.8,3.2
2007,South Carolina,12,23.5,16.6,29.8,55.6,168.8,1.2,43.2,209.3,4.8,1.6,73.0,378.1,5.2,7.4,11.5,1.3,20.2,6.5,55.6,0.6,1.2,1.8
2007,Oregon,13,23.6,19.8,37.5,53.0,249.2,1.5,37.4,132.8,3.6,1.0,74.8,382.0,5.1,10.3,7.5,2.2,20.0,6.4,53.5,1.0,1.5,2.5
2007,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,
2007,Southern Mississippi,13,24.2,19.2,33.8,56.9,232.1,1.8,34.9,134.3,3.8,1.2,68.7,366.4,5.3,10.7,7.5,2.0,20.2,6.9,54.5,0.8,1.3,2.2
2007,Pitt,12,24.3,14.8,26.8,55.3,167.3,0.9,40.5,130.4,3.2,1.7,67.3,297.7,4.4,7.6,8.1,1.8,17.4,7.2,58.4,0.9,0.7,1.6
2007,North Carolina,12,24.5,18.4,29.5,62.4,207.3,1.3,41.0,142.5,3.5,1.3,70.5,349.8,5.0,9.1,8.6,1.3,19.0,6.6,53.3,0.9,0.9,1.8
2007,Troy,12,24.6,17.8,31.5,56.6,183.1,1.3,39.5,195.2,4.9,1.8,71.0,378.3,5.3,8.5,9.2,0.5,18.2,7.3,60.4,1.3,1.3,2.5
2007,Texas,13,25.3,24.2,39.8,60.7,277.8,1.8,32.7,93.4,2.9,0.9,72.5,371.2,5.1,12.6,6.7,1.6,20.9,6.5,52.5,0.8,1.3,2.1
2007,Florida,13,25.5,21.3,35.8,59.4,258.5,1.5,34.0,103.3,3.0,1.4,69.8,361.8,5.2,12.1,6.2,1.8,20.2,6.4,46.2,0.7,0.8,1.5
2007,Hawaii,13,25.5,19.9,34.9,57.0,214.0,1.2,38.5,133.8,3.5,1.5,73.4,347.8,4.7,10.7,8.0,1.5,20.2,6.5,55.9,0.7,1.5,2.2
2007,Miami (OH),13,25.6,19.1,31.8,60.0,206.8,1.4,40.2,168.5,4.2,1.8,71.9,375.4,5.2,9.3,9.8,1.0,20.1,6.4,53.6,1.1,0.8,1.9
2007,Texas A&M,13,25.9,20.7,33.6,61.6,254.8,1.7,37.7,160.9,4.3,1.5,71.3,415.8,5.8,11.8,9.2,1.2,22.2,4.8,37.8,1.2,0.6,1.8
2007,Texas Tech,13,25.9,17.2,31.2,54.9,188.4,1.6,44.4,177.0,4.0,1.4,75.6,365.4,4.8,8.6,10.4,1.8,20.8,6.4,58.2,0.8,0.8,1.6
2007,Wyoming,12,25.9,17.3,30.4,57.0,209.3,1.5,40.9,122.8,3.0,1.1,71.3,332.1,4.7,9.3,7.2,1.7,18.2,7.3,60.1,0.7,0.9,1.6
2007,Miami (FL),12,26.0,16.3,28.8,56.8,212.2,1.3,39.1,133.8,3.4,1.4,67.8,345.9,5.1,9.3,7.4,1.0,17.8,7.3,50.9,1.0,1.1,2.1
2007,Temple,12,26.3,17.7,29.9,59.1,198.8,1.3,39.1,164.7,4.2,1.3,69.0,363.4,5.3,8.8,9.2,0.8,18.8,6.2,54.8,1.0,1.2,2.2
2007,Arkansas,13,26.5,16.9,37.3,45.4,205.4,1.6,38.7,160.2,4.1,1.4,76.0,365.6,4.8,9.6,8.7,2.5,20.8,5.4,43.5,0.8,1.5,2.3
2007,Purdue,13,26.5,22.4,39.3,56.9,240.2,1.5,37.5,148.9,4.0,1.6,76.8,389.2,5.1,11.3,8.5,1.3,21.2,5.9,49.4,1.0,1.1,2.1
2007,Michigan State,13,26.6,18.9,32.5,58.2,219.7,1.7,34.5,125.8,3.6,1.5,67.1,345.5,5.2,9.8,6.7,1.5,18.1,5.5,41.7,0.6,0.9,1.5
2007,UCF,14,26.6,20.7,37.7,54.9,233.3,1.9,35.5,133.1,3.8,1.1,73.2,366.4,5.0,10.1,7.9,1.5,19.4,6.0,53.5,0.3,1.7,2.0
2007,Arizona,12,26.8,21.7,37.7,57.5,234.2,1.4,38.4,138.0,3.6,1.6,76.1,372.2,4.9,10.9,8.3,1.3,20.5,7.4,63.3,0.8,1.3,2.0
2007,California,13,26.8,20.6,34.1,60.5,214.3,1.3,41.0,164.2,4.0,1.7,75.1,378.5,5.0,9.9,9.2,1.6,20.8,6.3,49.8,1.1,0.8,1.8
2007,Fresno State,13,27.0,20.4,35.5,57.5,226.4,1.4,36.8,181.1,4.9,1.8,72.3,407.5,5.6,10.4,9.4,1.5,21.3,6.4,55.2,0.7,0.3,1.0
2007,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,
2007,Tennessee,14,27.3,20.8,35.1,59.3,238.6,1.8,38.9,164.6,4.2,1.1,74.0,403.3,5.4,11.6,8.3,1.5,21.4,6.5,45.8,0.6,1.1,1.8
2007,Arkansas State,12,27.6,16.5,28.8,57.2,197.3,1.8,40.4,165.0,4.1,1.2,69.3,362.3,5.2,8.5,9.3,1.8,19.6,6.0,48.8,0.6,1.1,1.7
2007,Buffalo,12,27.6,19.6,32.7,59.9,230.9,1.9,40.3,174.7,4.3,1.5,73.0,405.6,5.6,10.6,10.5,1.5,22.6,5.4,47.6,0.7,0.9,1.6
2007,Louisiana-Monroe,12,27.7,21.0,36.3,57.8,260.8,1.8,35.0,153.5,4.4,1.4,71.3,414.3,5.8,11.6,8.4,1.0,21.0,6.3,49.3,0.5,1.3,1.8
2007,Ball State,13,28.3,18.5,29.1,63.5,228.0,1.6,40.6,204.3,5.0,1.8,69.7,432.3,6.2,9.5,10.5,1.2,21.2,6.6,63.9,0.7,1.5,2.2
2007,Middle Tennessee State,12,28.3,17.6,31.6,55.7,215.3,1.8,41.1,199.8,4.9,1.7,72.7,415.2,5.7,9.4,10.8,1.7,21.8,8.5,72.5,1.0,1.5,2.5
2007,North Carolina State,12,28.3,18.2,33.3,54.6,207.5,1.2,43.1,186.4,4.3,1.5,76.3,393.9,5.2,9.3,9.6,1.3,20.3,6.6,53.0,0.5,0.8,1.3
2007,Stanford,12,28.3,21.3,34.8,61.2,266.2,1.5,40.0,169.3,4.2,1.6,74.8,435.5,5.8,10.6,9.4,1.2,21.2,6.1,56.3,1.3,0.9,2.2
2007,Indiana,13,28.5,22.2,36.1,61.6,243.7,1.6,42.2,159.7,3.8,1.8,78.3,403.4,5.2,12.0,9.5,1.4,22.9,6.5,62.6,0.9,1.5,2.4
2007,Ole Miss,12,28.5,20.8,33.0,63.1,224.3,1.4,42.4,199.1,4.7,2.1,75.4,423.4,5.6,11.5,11.1,0.9,23.5,7.2,58.3,0.8,0.7,1.4
2007,UNLV,12,28.6,16.9,28.4,59.5,203.3,1.2,40.1,183.6,4.6,1.9,68.5,386.8,5.6,8.8,9.1,1.8,19.8,6.3,61.2,0.9,0.9,1.8
2007,Notre Dame,12,28.8,15.1,28.7,52.6,161.6,1.6,45.7,195.4,4.3,1.7,74.3,357.0,4.8,8.3,11.0,2.0,21.3,7.1,61.8,1.2,0.9,2.1
2007,Western Michigan,12,28.9,16.8,32.3,51.8,220.2,1.7,38.9,179.1,4.6,1.8,71.3,399.3,5.6,8.9,8.7,1.7,19.3,6.0,48.8,1.2,0.8,2.0
2007,Akron,12,29.2,20.1,32.8,61.3,224.9,2.0,41.0,183.8,4.5,1.3,73.8,408.7,5.5,11.2,9.1,1.4,21.7,5.6,49.8,0.8,1.3,2.0
2007,Houston,13,29.2,15.6,30.0,52.1,225.8,2.2,36.5,139.8,3.8,1.6,66.5,365.6,5.5,9.5,6.8,1.5,17.8,5.8,51.8,0.7,1.1,1.8
2007,Kent State,12,29.2,19.0,28.8,66.1,228.3,1.6,41.2,157.3,3.8,1.8,69.9,385.6,5.5,10.8,8.5,1.0,20.3,6.0,56.2,0.5,0.8,1.3
2007,San Jose State,12,29.3,22.4,35.8,62.6,242.6,1.8,36.4,165.4,4.5,1.6,72.3,408.0,5.6,12.0,9.8,0.8,22.6,7.9,66.1,0.6,1.7,2.3
2007,Colorado,13,29.5,21.0,36.5,57.5,261.3,2.1,32.6,128.0,3.9,1.4,69.2,389.3,5.6,12.4,6.5,1.0,19.8,6.5,52.1,0.5,1.2,1.8
2007,Oklahoma State,13,29.5,23.8,37.1,64.3,287.2,2.1,37.7,155.8,4.1,1.7,74.8,443.0,5.9,12.6,8.9,1.2,22.7,6.5,49.4,0.5,0.9,1.5
2007,Kentucky,13,29.6,18.2,33.2,54.8,206.1,1.8,41.8,191.1,4.6,1.5,74.9,397.2,5.3,9.9,10.8,1.5,22.2,6.5,56.7,0.8,1.3,2.1
2007,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,
2007,Ohio,12,29.9,19.2,33.8,56.7,221.1,1.7,41.3,186.4,4.5,1.8,75.2,407.5,5.4,10.8,9.8,2.4,23.0,7.4,59.5,1.0,1.1,2.1
2007,Army,12,30.3,16.3,25.2,64.6,190.0,1.0,49.1,233.5,4.8,2.4,74.3,423.5,5.7,8.7,12.3,1.2,22.2,6.9,59.3,1.2,0.6,1.8
2007,East Carolina,13,30.4,25.7,40.0,64.2,289.0,2.0,36.3,142.2,3.9,1.2,76.3,431.2,5.7,13.5,8.1,1.5,23.1,5.5,53.8,1.1,1.3,2.4
2007,Louisiana Tech,12,30.7,22.1,38.3,57.7,287.1,2.3,34.8,137.1,3.9,1.4,73.0,424.2,5.8,12.3,7.1,2.0,21.4,6.8,57.1,0.6,1.6,2.2
2007,Colorado State,12,30.8,17.4,27.8,62.8,207.9,1.3,42.3,207.3,4.9,2.3,70.0,415.2,5.9,9.2,11.3,0.8,21.2,5.4,46.0,1.3,0.6,1.8
2007,Kansas State,12,30.8,20.7,34.4,60.0,259.0,2.3,38.7,141.6,3.7,1.3,73.1,400.6,5.5,11.5,8.1,2.4,22.0,6.7,57.8,0.8,1.4,2.2
2007,Northern Illinois,12,30.8,18.2,30.5,59.6,224.2,1.3,44.7,210.1,4.7,2.3,75.2,434.3,5.8,10.3,10.7,1.3,22.3,6.0,59.0,0.7,0.6,1.3
2007,Northwestern,12,31.0,20.4,32.6,62.7,243.4,2.0,38.0,167.1,4.4,2.2,70.6,410.5,5.8,11.5,8.6,1.0,21.1,6.4,56.8,0.6,0.8,1.3
2007,Eastern Michigan,12,31.2,19.3,31.8,60.5,227.8,1.7,37.6,195.8,5.2,2.1,69.4,423.6,6.1,11.1,10.7,1.6,23.3,7.1,59.6,1.0,1.3,2.3
2007,Tulane,12,31.3,23.3,35.9,65.0,287.7,2.2,34.1,132.6,3.9,1.4,70.0,420.3,6.0,11.4,7.3,1.5,20.3,7.1,58.2,0.9,0.7,1.6
2007,Louisville,12,31.4,19.3,30.8,62.4,251.2,2.1,37.2,165.3,4.4,1.7,68.0,416.5,6.1,11.3,7.8,2.1,21.2,7.1,64.4,1.4,0.6,2.0
2007,Washington,13,31.6,22.6,35.2,64.3,261.4,2.1,37.6,185.0,4.9,1.4,72.8,446.4,6.1,11.5,9.1,0.8,21.4,7.6,63.5,1.0,0.8,1.8
2007,Iowa State,12,31.8,23.2,33.3,69.7,254.3,2.0,34.4,136.1,4.0,1.7,67.7,390.3,5.8,12.3,7.4,1.3,21.1,5.3,52.0,0.7,0.8,1.5
2007,Bowling Green State,13,32.1,17.7,29.3,60.4,216.6,2.1,43.8,207.8,4.7,1.9,73.2,424.5,5.8,9.7,11.2,2.3,23.2,5.8,51.5,0.9,1.1,2.0
2007,Memphis,13,32.2,20.2,31.9,63.1,239.0,1.9,39.8,202.5,5.1,2.1,71.7,441.5,6.2,11.4,9.8,2.0,23.2,5.8,50.8,1.0,1.0,2.0
