date,home_away,opponent,score,passing_cmp,passing_att,passing_pct,passing_yds,passing_td,rushing_att,rushing_yds,rushing_avg,rushing_td,total_plays,total_yds,total_avg,first_down_pass,first_down_rush,first_down_pen,first_down_total,penalties,penalty_yds,fumbles,intceptions,turnovers,outcome,points_for,points_against
2001-11-10,home,Kansas State,W (31-21),3,7,42.9,60,0,58,264,4.6,2,65,324,5.0,2,16,0,18,4,41,1,2,3,W,31,21
2001-11-23,away,Colorado,L (36-62),13,28,46.4,198,0,49,354,7.2,5,77,552,7.2,8,13,0,21,8,80,2,2,4,L,36,62
2002-08-24,home,Arizona State,W (48-10),5,13,38.5,33,1,59,283,4.8,3,72,316,4.4,1,15,3,19,6,42,0,0,0,W,48,10
2002-08-31,home,Troy,W (31-16),8,16,50.0,114,0,54,199,3.7,2,70,313,4.5,4,12,1,17,3,25,1,1,2,W,31,16
2002-09-07,home,Utah State,W (44-13),8,15,53.3,130,2,54,288,5.3,4,69,418,6.1,6,13,1,20,3,16,2,0,2,W,44,13
2002-09-14,away,Penn State,L (7-40),8,16,50.0,76,0,45,252,5.6,1,61,328,5.4,4,14,0,18,7,60,0,3,3,L,7,40
2002-09-28,away,Iowa State,L (14-36),12,29,41.4,192,1,30,81,2.7,1,59,273,4.6,6,4,0,10,10,75,4,1,5,L,14,36
2002-10-05,home,McNeese State,W (38-14),12,18,66.7,151,1,52,444,8.5,4,70,595,8.5,10,16,0,26,5,66,0,1,1,W,38,14
2002-10-12,home,Missouri,W (24-13),4,12,33.3,34,1,62,325,5.2,1,74,359,4.9,2,16,2,20,6,66,1,0,1,W,24,13
2002-10-19,away,Oklahoma State,L (21-24),7,14,50.0,110,0,54,259,4.8,3,68,369,5.4,6,11,1,18,6,55,1,0,1,L,21,24
2002-10-26,away,Texas A&M,W (38-31),7,12,58.3,116,0,73,381,5.2,5,85,497,5.8,5,23,0,28,7,65,2,0,2,W,38,31
2002-11-02,home,Texas,L (24-27),7,16,43.8,98,2,47,320,6.8,1,63,418,6.6,3,12,2,17,6,55,0,2,2,L,24,27
2002-11-09,home,Kansas,W (45-7),5,15,33.3,62,2,56,352,6.3,3,71,414,5.8,3,14,2,19,7,60,0,1,1,W,45,7
2002-11-16,away,Kansas State,L (13-49),9,25,36.0,134,0,40,97,2.4,1,65,231,3.6,6,7,2,15,10,94,0,0,0,L,13,49
2002-11-29,home,Colorado,L (13-28),6,17,35.3,119,1,46,215,4.7,0,63,334,5.3,3,13,2,18,3,35,1,1,2,L,13,28
2002-12-27,N,Mississippi*,L (23-27),7,17,41.2,93,1,52,266,5.1,0,69,359,5.2,5,11,1,17,6,70,0,2,2,L,23,27
2003-08-30,home,Oklahoma State,W (17-7),8,16,50.0,78,0,65,268,4.1,1,81,346,4.3,4,13,2,19,9,75,1,1,2,W,17,7
2003-09-06,home,Utah State,W (31-7),12,17,70.6,132,0,64,273,4.3,3,81,405,5.0,4,18,0,22,5,50,2,0,2,W,31,7
2003-09-13,home,Penn State,W (18-10),4,6,66.7,60,0,72,337,4.7,1,78,397,5.1,3,20,0,23,7,47,1,1,2,W,18,10
2003-09-25,away,Southern Mississippi,W (38-14),6,15,40.0,124,2,45,141,3.1,3,60,265,4.4,3,6,2,11,9,50,0,1,1,W,38,14
2003-10-04,home,Troy,W (30-0),9,15,60.0,160,1,47,186,4.0,3,62,346,5.6,5,8,2,15,5,36,2,1,3,W,30,0
2003-10-11,away,Missouri,L (24-41),12,19,63.2,146,1,54,253,4.7,2,73,399,5.5,6,17,0,23,9,42,4,1,5,L,24,41
2003-10-18,home,Texas A&M,W (48-12),3,9,33.3,51,1,68,333,4.9,4,77,384,5.0,2,18,1,21,7,77,0,0,0,W,48,12
2003-10-25,home,Iowa State,W (28-0),4,7,57.1,35,0,54,282,5.2,3,61,317,5.2,1,12,0,13,10,67,1,1,2,W,28,0
2003-11-01,away,Texas,L (7-31),5,15,33.3,122,1,40,53,1.3,0,55,175,3.2,3,4,1,8,6,60,0,1,1,L,7,31
2003-11-08,away,Kansas,W (24-3),7,12,58.3,110,0,53,290,5.5,3,65,400,6.2,5,16,6,27,8,87,1,1,2,W,24,3
2003-11-15,home,Kansas State,L (9-38),8,26,30.8,98,1,41,195,4.8,0,67,293,4.4,7,9,0,16,1,5,2,2,4,L,9,38
2003-11-28,away,Colorado,W (31-22),8,18,44.4,146,1,59,223,3.8,3,77,369,4.8,6,12,0,18,5,45,0,0,0,W,31,22
2003-12-29,N,Michigan State*,W (17-3),8,17,47.1,160,0,54,229,4.2,2,71,389,5.5,6,12,2,20,8,69,0,0,0,W,17,3
2004-09-04,home,Western Illinois,W (56-17),16,31,51.6,218,4,39,363,9.3,4,70,581,8.3,12,18,0,30,6,55,2,4,6,W,56,17
2004-09-11,home,Southern Mississippi,L (17-21),22,42,52.4,202,2,46,274,6.0,0,88,476,5.4,13,12,1,26,5,25,2,3,5,L,17,21
2004-09-18,away,Pittsburgh,W (24-17),11,23,47.8,142,1,43,123,2.9,2,66,265,4.0,7,6,2,15,8,60,0,1,1,W,24,17
2004-10-02,home,Kansas,W (14-8),16,24,66.7,183,1,32,139,4.3,1,56,322,5.8,6,5,0,11,8,66,1,3,4,W,14,8
2004-10-09,away,Texas Tech,L (10-70),15,42,35.7,199,1,37,93,2.5,0,79,292,3.7,11,4,4,19,5,36,2,5,7,L,10,70
2004-10-16,home,Baylor,W (59-27),13,20,65.0,342,5,42,169,4.0,3,62,511,8.2,11,8,0,19,7,47,0,0,0,W,59,27
2004-10-23,away,Kansas State,L (21-45),3,12,25.0,116,0,34,106,3.1,2,46,222,4.8,2,6,1,9,6,45,3,1,4,L,21,45
2004-10-30,home,Missouri,W (24-3),4,17,23.5,26,0,41,209,5.1,2,58,235,4.1,0,8,0,8,7,58,0,0,0,W,24,3
2004-11-06,away,Iowa State,L (27-34),19,43,44.2,249,1,35,195,5.6,3,78,444,5.7,11,6,3,20,11,84,0,1,1,L,27,34
2004-11-13,away,Oklahoma,L (3-30),8,13,61.5,73,0,40,201,5.0,0,53,274,5.2,4,8,1,13,7,60,0,1,1,L,3,30
2004-11-26,home,Colorado,L (20-26),29,55,52.7,306,2,23,67,2.9,1,78,373,4.8,19,4,1,24,5,25,0,4,4,L,20,26
2005-09-03,home,Maine,W (25-7),15,36,41.7,192,0,42,121,2.9,1,78,313,4.0,9,7,1,17,0,0,3,2,5,W,25,7
2005-09-10,home,Wake Forest,W (31-3),14,33,42.4,114,1,30,120,4.0,0,63,234,3.7,7,3,3,13,10,86,0,1,1,W,31,3
2005-09-17,home,Pittsburgh,W (7-6),10,20,50.0,93,0,48,174,3.6,1,68,267,3.9,1,12,1,14,11,91,0,0,0,W,7,6
2005-10-01,home,Iowa State,W (27-20),36,55,65.5,431,2,25,36,1.4,1,80,467,5.8,24,1,1,26,8,80,1,0,1,W,27,20
2005-10-08,home,Texas Tech,L (31-34),21,35,60.0,229,2,35,135,3.9,2,70,364,5.2,11,7,4,22,8,72,3,2,5,L,31,34
2005-10-15,away,Baylor,W (23-14),18,32,56.3,168,2,51,182,3.6,0,83,350,4.2,10,10,5,25,5,25,1,0,1,W,23,14
2005-10-22,away,Missouri,L (24-41),22,43,51.2,281,2,19,-2,-0.1,1,62,279,4.5,8,4,1,13,12,99,1,2,3,L,24,41
2005-10-29,home,Oklahoma,L (24-31),26,46,56.5,267,3,34,16,0.5,0,80,283,3.5,15,4,1,20,5,34,0,2,2,L,24,31
2005-11-05,away,Kansas,L (15-40),14,27,51.9,117,1,22,21,1.0,1,49,138,2.8,5,2,0,7,6,32,0,1,1,L,15,40
2005-11-12,home,Kansas State,W (27-25),22,38,57.9,241,2,35,93,2.7,1,73,334,4.6,12,5,3,20,8,47,2,1,3,W,27,25
2005-11-25,away,Colorado,W (30-3),27,48,56.3,392,2,42,105,2.5,1,90,497,5.5,16,9,3,28,7,51,0,0,0,W,30,3
