year,school,games,points,passing_cmp,passing_att,passing_pct,passing_yds,passing_td,rushing_att,rushing_yds,rushing_avg,rushing_td,total_plays,total_yds,total_avg,first_down_pass,first_down_rush,first_down_pen,first_down_total,penalties,penalty_yds,fumbles,intceptions,turnovers
1970-01-01 00:00:00.000002000,Colorado,11.0,22.9,19.5,33.5,58.4,240.0,1.2,37.0,122.0,3.3,1.4,70.5,362.0,5.1,11.5,7.5,1.6,20.5,7.9,61.8,1.0,0.8,1.8
1970-01-01 00:00:00.000002000,Arkansas State,11.0,22.5,16.1,28.8,55.8,183.9,1.3,31.2,128.9,4.1,1.3,60.0,312.8,5.2,6.8,6.5,1.1,14.4,7.9,64.9,0.8,0.8,1.6
1970-01-01 00:00:00.000002000,Maryland,11.0,22.5,16.5,30.2,54.5,211.1,1.0,34.9,124.1,3.6,1.6,65.1,335.2,5.1,9.1,6.8,1.1,17.0,6.0,47.0,0.7,1.3,2.0
1970-01-01 00:00:00.000002000,California,11.0,22.4,15.0,32.2,46.6,193.5,1.4,36.8,123.9,3.4,1.1,69.0,317.5,4.6,7.8,6.1,1.9,15.8,8.8,69.2,1.3,1.2,2.5
1970-01-01 00:00:00.000002000,Penn State,12.0,22.0,15.3,29.6,51.5,183.4,1.3,37.5,142.3,3.8,1.3,67.1,325.7,4.9,7.6,8.3,1.8,17.7,5.8,45.1,0.9,0.8,1.7
1970-01-01 00:00:00.000002000,UAB,11.0,21.6,13.0,26.2,49.7,153.2,0.6,43.0,163.7,3.8,1.3,69.2,316.9,4.6,6.4,9.0,1.8,17.2,8.5,73.5,1.0,1.1,2.1
1970-01-01 00:00:00.000002000,Rice,11.0,21.5,5.3,14.1,37.4,81.5,0.5,56.9,233.0,4.1,1.9,71.0,314.5,4.4,3.4,13.6,1.8,18.8,6.5,56.6,1.4,0.3,1.6
1970-01-01 00:00:00.000002000,Utah,11.0,21.3,13.8,28.5,48.4,203.9,1.0,38.5,133.1,3.5,1.1,67.1,337.0,5.0,7.5,7.6,1.4,16.5,6.5,63.4,1.1,1.2,2.3
1970-01-01 00:00:00.000002000,Rutgers,11.0,21.2,18.7,38.3,48.9,228.9,1.7,31.5,105.5,3.4,0.9,69.7,334.5,4.8,9.2,6.4,1.7,17.3,6.4,55.4,1.3,1.9,3.2
1970-01-01 00:00:00.000002000,Alabama,11.0,20.7,13.9,28.3,49.2,171.7,0.6,34.9,137.6,3.9,1.5,63.2,309.4,4.9,7.6,6.9,1.7,16.3,7.5,57.8,0.9,1.5,2.4
1970-01-01 00:00:00.000002000,Virginia,11.0,20.7,13.5,25.5,53.2,195.5,0.7,40.6,163.7,4.0,1.8,66.1,359.2,5.4,8.6,8.1,1.4,18.1,6.6,54.9,0.8,0.6,1.5
1970-01-01 00:00:00.000002000,Army,11.0,20.4,17.7,34.7,51.0,176.0,0.7,37.3,143.2,3.8,1.5,72.0,319.2,4.4,8.5,8.4,1.3,18.2,5.5,38.0,0.5,1.6,2.2
1970-01-01 00:00:00.000002000,Temple,11.0,20.4,16.3,29.4,55.4,179.6,0.7,37.8,130.5,3.4,1.6,67.2,310.1,4.6,7.9,7.7,1.2,16.8,7.7,58.7,0.8,1.5,2.3
1970-01-01 00:00:00.000002000,Connecticut,11.0,20.0,21.5,39.7,54.2,261.7,1.5,31.0,82.5,2.7,0.9,70.7,344.2,4.9,11.9,6.0,2.5,20.4,7.6,62.4,0.7,1.1,1.8
1970-01-01 00:00:00.000002000,Tulsa,12.0,20.0,17.6,34.0,51.7,225.5,0.8,38.2,113.0,3.0,1.5,72.2,338.5,4.7,9.8,7.0,1.9,18.7,5.5,42.4,1.1,1.0,2.1
1970-01-01 00:00:00.000002000,Ball State,11.0,19.3,14.3,25.0,57.1,154.9,1.2,48.8,164.8,3.4,1.2,73.8,319.7,4.3,7.4,9.8,1.6,18.8,5.5,48.1,1.2,1.5,2.7
1970-01-01 00:00:00.000002000,Houston,11.0,19.2,24.7,43.0,57.5,268.6,1.5,32.3,71.7,2.2,0.8,75.3,340.4,4.5,12.1,4.9,1.9,18.9,8.5,74.6,1.2,1.4,2.5
1970-01-01 00:00:00.000002000,New Mexico,12.0,19.1,10.0,19.3,51.9,118.6,0.9,46.3,148.0,3.2,1.3,65.6,266.6,4.1,6.0,7.8,1.2,14.9,6.1,49.4,0.8,0.8,1.6
1970-01-01 00:00:00.000002000,Eastern Michigan,11.0,19.0,22.3,37.5,59.3,218.8,1.1,31.9,95.2,3.0,1.1,69.5,314.0,4.5,10.1,5.5,1.4,16.9,5.9,50.1,1.1,0.8,1.9
1970-01-01 00:00:00.000002000,Oklahoma State,11.0,18.4,17.2,32.2,53.4,198.5,0.8,39.1,161.5,4.1,1.2,71.3,360.0,5.1,9.3,9.3,1.5,20.1,7.9,66.1,0.9,1.3,2.2
1970-01-01 00:00:00.000002000,Michigan State,11.0,17.9,15.7,29.1,54.1,196.5,0.9,43.5,170.4,3.9,1.3,72.5,366.8,5.1,9.1,10.4,1.4,20.8,6.8,62.6,0.8,1.5,2.3
1970-01-01 00:00:00.000002000,Vanderbilt,11.0,17.5,17.6,33.9,52.0,224.2,1.2,30.7,96.5,3.1,0.7,64.6,320.7,5.0,9.8,5.8,1.9,17.5,6.4,54.9,0.5,1.4,1.9
1970-01-01 00:00:00.000002000,Nevada,12.0,17.3,19.2,39.2,48.9,244.8,1.3,31.1,67.7,2.2,0.8,70.3,312.4,4.4,10.9,5.1,2.4,18.4,8.9,73.7,0.8,1.6,2.3
1970-01-01 00:00:00.000002000,Iowa,12.0,16.9,19.2,33.7,56.9,215.0,1.3,33.7,90.8,2.7,0.5,67.3,305.8,4.5,9.6,5.8,1.3,16.7,6.5,54.3,0.8,0.9,1.7
1970-01-01 00:00:00.000002000,Navy,11.0,16.5,11.5,21.9,52.3,139.5,0.6,50.2,178.2,3.6,1.3,72.1,317.6,4.4,5.1,11.3,1.5,17.8,7.4,54.1,1.6,0.5,2.1
1970-01-01 00:00:00.000002000,Wake Forest,11.0,16.5,15.2,28.9,52.5,175.8,0.5,41.2,150.2,3.6,1.5,70.1,326.0,4.7,8.9,7.5,1.5,17.8,6.0,49.9,1.5,0.9,2.4
1970-01-01 00:00:00.000002000,Buffalo,11.0,16.1,17.2,32.5,52.9,192.5,1.4,40.2,129.9,3.2,0.7,72.6,322.5,4.4,8.8,7.9,2.0,18.7,6.0,50.5,1.5,1.6,3.1
1970-01-01 00:00:00.000002000,Memphis,11.0,16.0,16.5,30.8,53.4,150.8,0.6,40.0,104.9,2.6,1.0,70.8,255.7,3.6,7.1,6.3,1.9,15.3,7.7,62.7,1.5,1.3,2.8
1970-01-01 00:00:00.000002000,Bowling Green State,11.0,15.8,13.7,28.4,48.4,160.3,0.7,39.7,98.4,2.5,1.0,68.1,258.6,3.8,7.8,5.5,1.6,15.0,5.2,47.8,0.5,1.1,1.5
1970-01-01 00:00:00.000002000,Louisiana,11.0,15.5,14.9,31.2,47.8,161.8,0.8,39.2,123.6,3.2,0.9,70.4,285.5,4.1,7.3,7.4,1.7,16.4,8.1,67.4,0.8,1.2,2.0
1970-01-01 00:00:00.000002000,San Diego State,11.0,15.5,17.6,34.2,51.6,227.4,0.6,33.2,77.6,2.3,0.9,67.4,305.0,4.5,9.9,5.8,1.3,17.0,5.3,44.3,1.0,1.2,2.2
1970-01-01 00:00:00.000002000,Wyoming,11.0,15.5,19.0,33.2,57.3,189.5,1.1,36.0,106.7,3.0,0.7,69.2,296.3,4.3,9.4,6.7,1.4,17.5,5.3,41.0,1.0,1.5,2.5
1970-01-01 00:00:00.000002000,SMU,12.0,15.1,19.1,36.3,52.5,209.2,1.1,36.3,115.8,3.2,0.8,72.7,325.0,4.5,9.4,7.8,1.8,19.0,7.3,60.9,0.8,1.8,2.6
1970-01-01 00:00:00.000002000,North Texas,11.0,14.7,8.9,19.0,46.9,107.3,0.6,39.7,134.3,3.4,0.9,58.7,241.5,4.1,4.4,5.7,1.2,11.3,5.6,46.8,1.1,0.8,1.9
1970-01-01 00:00:00.000002000,Duke,11.0,14.1,17.7,36.5,48.6,198.5,0.7,34.1,81.7,2.4,0.9,70.5,280.2,4.0,8.7,5.5,2.2,16.5,9.5,74.3,0.5,2.0,2.5
1970-01-01 00:00:00.000002000,Baylor,11.0,12.6,13.2,32.6,40.4,148.9,0.9,32.7,72.9,2.2,0.5,65.4,221.8,3.4,6.3,4.7,3.1,14.1,6.4,56.1,1.2,1.8,3.0
1970-01-01 00:00:00.000002000,Central Michigan,11.0,12.5,15.3,29.8,51.2,179.1,0.9,35.4,92.4,2.6,0.5,65.2,271.5,4.2,7.7,5.3,1.3,14.3,4.9,37.6,1.3,0.6,1.9
1970-01-01 00:00:00.000002000,Kent State,11.0,11.6,15.8,30.9,51.2,156.4,0.7,36.7,111.6,3.0,0.6,67.6,268.0,4.0,7.3,7.0,1.4,15.6,8.0,57.2,0.7,1.1,1.8
1970-01-01 00:00:00.000002000,Louisiana-Monroe,11.0,8.7,19.7,36.7,53.7,184.8,0.5,29.4,57.5,2.0,0.5,66.1,242.3,3.7,7.7,4.5,2.0,14.3,6.5,54.3,1.4,1.3,2.6
1970-01-01 00:00:00.000002001,Brigham Young,13.0,46.8,24.2,37.4,64.8,325.0,3.0,38.8,217.8,5.6,3.2,76.2,542.8,7.1,13.8,11.4,1.8,27.0,7.2,63.7,1.4,0.7,2.1
1970-01-01 00:00:00.000002001,Florida,11.0,43.8,27.2,42.2,64.4,405.2,3.9,29.5,122.4,4.2,1.5,71.6,527.5,7.4,17.6,7.6,1.3,26.5,9.2,65.5,1.2,1.2,2.4
