year,school,conference,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offence,ppg_defence,SRS,SOS
1970-01-01 00:00:00.000002000,Florida State,ACC,11.0,2.0,0.846,8.0,0.0,1.0,39.3,10.5,23.13,5.59
1970-01-01 00:00:00.000002000,Clemson,ACC,9.0,3.0,0.75,6.0,2.0,0.75,34.7,21.1,11.54,2.04
1970-01-01 00:00:00.000002000,Georgia Tech,ACC,9.0,3.0,0.75,6.0,2.0,0.75,32.2,19.8,11.3,1.21
1970-01-01 00:00:00.000002000,Virginia,ACC,6.0,6.0,0.5,5.0,3.0,0.625,20.2,24.3,0.1,3.18
1970-01-01 00:00:00.000002000,North Carolina State,ACC,8.0,4.0,0.667,4.0,4.0,0.5,31.6,28.2,3.92,-0.33
1970-01-01 00:00:00.000002000,North Carolina,ACC,6.0,5.0,0.545,3.0,5.0,0.375,24.5,25.8,2.4,1.85
1970-01-01 00:00:00.000002000,Maryland,ACC,5.0,6.0,0.455,3.0,5.0,0.375,22.5,25.8,0.54,2.26
1970-01-01 00:00:00.000002000,Wake Forest,ACC,2.0,9.0,0.182,1.0,7.0,0.125,16.5,32.9,-12.27,0.09
1970-01-01 00:00:00.000002000,Duke,ACC,0.0,11.0,0.0,0.0,8.0,0.0,14.1,39.1,-13.91,4.63
1970-01-01 00:00:00.000002000,Nebraska,Big 12 (North),10.0,2.0,0.833,6.0,2.0,0.75,43.5,19.2,19.01,4.51
1970-01-01 00:00:00.000002000,Kansas State,Big 12 (North),11.0,3.0,0.786,6.0,2.0,0.75,39.2,18.6,15.72,3.93
1970-01-01 00:00:00.000002000,Iowa State,Big 12 (North),9.0,3.0,0.75,5.0,3.0,0.625,28.6,26.8,6.43,2.84
1970-01-01 00:00:00.000002000,Colorado,Big 12 (North),3.0,8.0,0.273,3.0,5.0,0.375,22.9,25.8,3.56,7.92
1970-01-01 00:00:00.000002000,Kansas,Big 12 (North),4.0,7.0,0.364,2.0,6.0,0.25,23.7,32.6,-1.95,4.6
1970-01-01 00:00:00.000002000,Missouri,Big 12 (North),3.0,8.0,0.273,2.0,6.0,0.25,23.2,31.6,-2.63,3.55
1970-01-01 00:00:00.000002000,Oklahoma,Big 12 (South),13.0,0.0,1.0,8.0,0.0,1.0,37.0,14.9,21.56,5.32
1970-01-01 00:00:00.000002000,Texas,Big 12 (South),9.0,3.0,0.75,7.0,1.0,0.875,37.9,19.3,13.78,0.78
1970-01-01 00:00:00.000002000,Texas A&M,Big 12 (South),7.0,5.0,0.583,5.0,3.0,0.625,29.0,19.9,11.44,5.03
1970-01-01 00:00:00.000002000,Texas Tech,Big 12 (South),7.0,6.0,0.538,3.0,5.0,0.375,25.4,21.4,4.81,1.65
1970-01-01 00:00:00.000002000,Oklahoma State,Big 12 (South),3.0,8.0,0.273,1.0,7.0,0.125,18.4,27.5,-3.18,2.63
1970-01-01 00:00:00.000002000,Baylor,Big 12 (South),2.0,9.0,0.182,0.0,8.0,0.0,12.6,36.1,-11.48,4.71
1970-01-01 00:00:00.000002000,Miami (FL),Big East,11.0,1.0,0.917,7.0,0.0,1.0,42.2,15.8,23.22,5.22
1970-01-01 00:00:00.000002000,Virginia Tech,Big East,11.0,1.0,0.917,6.0,1.0,0.857,40.3,22.4,19.42,4.0
1970-01-01 00:00:00.000002000,Pitt,Big East,7.0,5.0,0.583,4.0,3.0,0.571,24.7,20.6,5.68,1.93
1970-01-01 00:00:00.000002000,Syracuse,Big East,6.0,5.0,0.545,4.0,3.0,0.571,26.7,19.3,6.94,3.12
1970-01-01 00:00:00.000002000,Boston College,Big East,7.0,5.0,0.583,3.0,4.0,0.429,31.5,23.1,6.3,1.72
1970-01-01 00:00:00.000002000,West Virginia,Big East,7.0,5.0,0.583,3.0,4.0,0.429,29.7,30.3,6.29,5.54
1970-01-01 00:00:00.000002000,Temple,Big East,4.0,7.0,0.364,1.0,6.0,0.143,20.4,24.5,-3.09,1.36
1970-01-01 00:00:00.000002000,Rutgers,Big East,3.0,8.0,0.273,0.0,7.0,0.0,21.2,36.3,-8.67,2.15
1970-01-01 00:00:00.000002000,Michigan,Big Ten,9.0,3.0,0.75,6.0,2.0,0.75,33.7,19.1,12.93,2.93
1970-01-01 00:00:00.000002000,Northwestern,Big Ten,8.0,4.0,0.667,6.0,2.0,0.75,36.8,33.3,8.85,4.26
1970-01-01 00:00:00.000002000,Purdue,Big Ten,8.0,4.0,0.667,6.0,2.0,0.75,31.8,22.2,9.26,2.93
1970-01-01 00:00:00.000002000,Ohio State,Big Ten,8.0,4.0,0.667,5.0,3.0,0.625,27.6,18.5,10.97,4.13
1970-01-01 00:00:00.000002000,Wisconsin,Big Ten,9.0,4.0,0.692,4.0,4.0,0.5,25.2,20.4,9.65,4.42
1970-01-01 00:00:00.000002000,Minnesota,Big Ten,6.0,6.0,0.5,4.0,4.0,0.5,31.3,26.5,3.02,0.1
1970-01-01 00:00:00.000002000,Penn State,Big Ten,5.0,7.0,0.417,4.0,4.0,0.5,22.0,24.4,-0.05,3.71
1970-01-01 00:00:00.000002000,Iowa,Big Ten,3.0,9.0,0.25,3.0,5.0,0.375,16.9,27.5,-2.4,6.86
1970-01-01 00:00:00.000002000,Illinois,Big Ten,5.0,6.0,0.455,2.0,6.0,0.25,26.7,26.0,2.59,2.31
1970-01-01 00:00:00.000002000,Michigan State,Big Ten,5.0,6.0,0.455,2.0,6.0,0.25,17.9,21.2,2.79,5.52
1970-01-01 00:00:00.000002000,Indiana,Big Ten,3.0,8.0,0.273,2.0,6.0,0.25,30.6,38.8,-2.67,3.88
1970-01-01 00:00:00.000002000,Boise State,Big West,10.0,2.0,0.833,5.0,0.0,1.0,44.3,22.8,6.78,-8.8
1970-01-01 00:00:00.000002000,Utah State,Big West,5.0,6.0,0.455,4.0,1.0,0.8,26.5,32.4,-11.16,-5.53
1970-01-01 00:00:00.000002000,Idaho,Big West,5.0,6.0,0.455,3.0,2.0,0.6,29.2,34.3,-7.41,-3.23
1970-01-01 00:00:00.000002000,New Mexico State,Big West,3.0,8.0,0.273,1.0,4.0,0.2,26.8,32.5,-8.82,-4.0
1970-01-01 00:00:00.000002000,North Texas,Big West,3.0,8.0,0.273,1.0,4.0,0.2,14.7,27.3,-13.51,-5.69
1970-01-01 00:00:00.000002000,Arkansas State,Big West,1.0,10.0,0.091,1.0,4.0,0.2,22.5,37.3,-13.4,-1.58
1970-01-01 00:00:00.000002000,Louisville,CUSA,9.0,3.0,0.75,6.0,1.0,0.857,33.8,22.3,7.37,-2.22
1970-01-01 00:00:00.000002000,East Carolina,CUSA,8.0,4.0,0.667,5.0,2.0,0.714,30.8,21.3,6.93,-0.07
1970-01-01 00:00:00.000002000,Cincinnati,CUSA,7.0,5.0,0.583,5.0,2.0,0.714,24.1,23.8,-0.11,-1.61
1970-01-01 00:00:00.000002000,Southern Mississippi,CUSA,8.0,4.0,0.667,4.0,3.0,0.571,26.2,16.9,7.44,-0.14
1970-01-01 00:00:00.000002000,UAB,CUSA,7.0,4.0,0.636,3.0,3.0,0.5,21.6,17.5,-0.69,-3.6
1970-01-01 00:00:00.000002000,Tulane,CUSA,6.0,5.0,0.545,3.0,4.0,0.429,29.9,31.5,-5.54,-5.27
1970-01-01 00:00:00.000002000,Memphis,CUSA,4.0,7.0,0.364,2.0,5.0,0.286,16.0,18.1,-7.05,-3.6
1970-01-01 00:00:00.000002000,Houston,CUSA,3.0,8.0,0.273,2.0,5.0,0.286,19.2,33.6,-10.67,-0.67
1970-01-01 00:00:00.000002000,Army,CUSA,1.0,10.0,0.091,1.0,6.0,0.143,20.4,33.8,-15.26,-2.26
1970-01-01 00:00:00.000002000,Notre Dame,Ind,9.0,3.0,0.75,,,,29.4,22.3,12.45,5.12
1970-01-01 00:00:00.000002000,South Florida,Ind,7.0,4.0,0.636,,,,25.3,18.3,-8.94,-12.13
1970-01-01 00:00:00.000002000,UCF,Ind,7.0,4.0,0.636,,,,30.3,20.1,-1.83,-7.1
1970-01-01 00:00:00.000002000,Middle Tennessee State,Ind,6.0,5.0,0.545,,,,31.8,28.7,-4.5,-6.5
1970-01-01 00:00:00.000002000,Connecticut,Ind,3.0,8.0,0.273,,,,20.0,33.5,-16.91,-9.36
1970-01-01 00:00:00.000002000,Louisiana Tech,Ind,3.0,9.0,0.25,,,,26.4,33.0,-10.72,-5.3
1970-01-01 00:00:00.000002000,Louisiana,Ind,1.0,10.0,0.091,,,,15.5,32.3,-21.67,-8.58
1970-01-01 00:00:00.000002000,Louisiana-Monroe,Ind,1.0,10.0,0.091,,,,8.7,37.7,-26.52,-7.89
1970-01-01 00:00:00.000002000,Navy,Ind,1.0,10.0,0.091,,,,16.5,35.5,-15.36,0.73
1970-01-01 00:00:00.000002000,Marshall,MAC (East),8.0,5.0,0.615,5.0,3.0,0.625,28.2,22.8,-0.9,-4.83
1970-01-01 00:00:00.000002000,Ohio,MAC (East),7.0,4.0,0.636,5.0,3.0,0.625,31.2,18.9,-0.88,-8.24
1970-01-01 00:00:00.000002000,Akron,MAC (East),6.0,5.0,0.545,5.0,3.0,0.625,30.3,26.8,-5.38,-7.65
1970-01-01 00:00:00.000002000,Miami (OH),MAC (East),6.0,5.0,0.545,5.0,3.0,0.625,24.7,26.0,-7.92,-7.65
1970-01-01 00:00:00.000002000,Bowling Green,MAC (East),2.0,9.0,0.182,2.0,6.0,0.25,15.8,26.3,-13.95,-4.49
1970-01-01 00:00:00.000002000,Buffalo,MAC (East),2.0,9.0,0.182,2.0,6.0,0.25,16.1,41.1,-21.01,-7.28
1970-01-01 00:00:00.000002000,Kent State,MAC (East),1.0,10.0,0.091,1.0,7.0,0.125,11.6,32.6,-22.09,-5.82
1970-01-01 00:00:00.000002000,Western Michigan,MAC (West),9.0,3.0,0.75,7.0,1.0,0.875,29.9,11.6,5.96,-5.79
1970-01-01 00:00:00.000002000,Toledo,MAC (West),10.0,1.0,0.909,6.0,1.0,0.857,36.4,11.4,8.63,-9.28
1970-01-01 00:00:00.000002000,Northern Illinois,MAC (West),6.0,5.0,0.545,4.0,3.0,0.571,37.2,25.5,-0.39,-5.21
1970-01-01 00:00:00.000002000,Ball State,MAC (West),5.0,6.0,0.455,4.0,3.0,0.571,19.3,31.7,-9.96,-4.41
1970-01-01 00:00:00.000002000,Eastern Michigan,MAC (West),3.0,8.0,0.273,2.0,5.0,0.286,19.0,31.8,-15.4,-4.31
1970-01-01 00:00:00.000002000,Central Michigan,MAC (West),2.0,9.0,0.182,2.0,6.0,0.25,12.5,34.2,-17.66,-3.66
1970-01-01 00:00:00.000002000,Colorado State,MWC,10.0,2.0,0.833,6.0,1.0,0.857,30.3,18.8,7.21,-3.54
1970-01-01 00:00:00.000002000,Air Force,MWC,9.0,3.0,0.75,5.0,2.0,0.714,35.1,26.0,2.84,-4.33
1970-01-01 00:00:00.000002000,Nevada-Las Vegas,MWC,8.0,5.0,0.615,4.0,3.0,0.571,28.5,21.2,1.23,-4.0
1970-01-01 00:00:00.000002000,BYU,MWC,6.0,6.0,0.5,4.0,3.0,0.571,23.3,25.8,-0.66,1.17
1970-01-01 00:00:00.000002000,New Mexico,MWC,5.0,7.0,0.417,3.0,4.0,0.429,19.1,20.8,-4.0,-0.75
1970-01-01 00:00:00.000002000,Utah,MWC,4.0,7.0,0.364,3.0,4.0,0.429,21.3,18.8,-0.19,-1.37
1970-01-01 00:00:00.000002000,San Diego State,MWC,3.0,8.0,0.273,3.0,4.0,0.429,15.5,24.8,-5.61,2.12
1970-01-01 00:00:00.000002000,Wyoming,MWC,1.0,10.0,0.091,0.0,7.0,0.0,15.5,35.7,-16.79,-1.52
1970-01-01 00:00:00.000002000,Oregon State,Pac-10,11.0,1.0,0.917,7.0,1.0,0.875,33.3,17.7,17.33,3.83
1970-01-01 00:00:00.000002000,Washington,Pac-10,11.0,1.0,0.917,7.0,1.0,0.875,32.3,22.5,16.91,7.57
1970-01-01 00:00:00.000002000,Oregon,Pac-10,10.0,2.0,0.833,7.0,1.0,0.875,29.3,20.8,13.75,5.08
1970-01-01 00:00:00.000002000,Stanford,Pac-10,5.0,6.0,0.455,4.0,4.0,0.5,23.7,26.7,5.85,8.12
1970-01-01 00:00:00.000002000,Arizona State,Pac-10,6.0,6.0,0.5,3.0,5.0,0.375,26.1,25.3,5.92,4.75
1970-01-01 00:00:00.000002000,UCLA,Pac-10,6.0,6.0,0.5,3.0,5.0,0.375,29.4,30.7,7.57,8.32
1970-01-01 00:00:00.000002000,Arizona,Pac-10,5.0,6.0,0.455,3.0,5.0,0.375,23.1,21.5,7.8,7.16
1970-01-01 00:00:00.000002000,USC,Pac-10,5.0,7.0,0.417,2.0,6.0,0.25,25.8,28.1,4.37,6.45
1970-01-01 00:00:00.000002000,Washington State,Pac-10,4.0,7.0,0.364,2.0,6.0,0.25,25.5,32.2,1.93,6.66
1970-01-01 00:00:00.000002000,California,Pac-10,3.0,8.0,0.273,2.0,6.0,0.25,22.4,26.8,2.11,7.11
1970-01-01 00:00:00.000002000,Florida,SEC (East),10.0,3.0,0.769,7.0,1.0,0.875,36.0,21.0,17.61,6.23
1970-01-01 00:00:00.000002000,Georgia,SEC (East),8.0,4.0,0.667,5.0,3.0,0.625,27.6,17.7,9.97,1.8
1970-01-01 00:00:00.000002000,South Carolina,SEC (East),8.0,4.0,0.667,5.0,3.0,0.625,23.6,15.1,9.69,2.86
1970-01-01 00:00:00.000002000,Tennessee,SEC (East),8.0,4.0,0.667,5.0,3.0,0.625,31.7,20.6,7.87,1.95
1970-01-01 00:00:00.000002000,Vanderbilt,SEC (East),3.0,8.0,0.273,1.0,7.0,0.125,17.5,24.8,-5.46,1.72
1970-01-01 00:00:00.000002000,Kentucky,SEC (East),2.0,9.0,0.182,0.0,8.0,0.0,23.1,34.8,-4.97,5.12
1970-01-01 00:00:00.000002000,Auburn,SEC (West),9.0,4.0,0.692,6.0,2.0,0.75,24.3,20.5,7.64,3.56
1970-01-01 00:00:00.000002000,LSU,SEC (West),8.0,4.0,0.667,5.0,3.0,0.625,26.7,19.6,6.34,2.18
1970-01-01 00:00:00.000002000,Mississippi State,SEC (West),8.0,4.0,0.667,4.0,4.0,0.5,32.5,25.5,10.37,3.37
1970-01-01 00:00:00.000002000,Ole Miss,SEC (West),7.0,5.0,0.583,4.0,4.0,0.5,29.3,27.4,4.18,1.09
1970-01-01 00:00:00.000002000,Arkansas,SEC (West),6.0,6.0,0.5,3.0,5.0,0.375,23.2,24.1,-0.38,1.79
1970-01-01 00:00:00.000002000,Alabama,SEC (West),3.0,8.0,0.273,3.0,5.0,0.375,20.7,22.4,1.04,4.86
1970-01-01 00:00:00.000002000,Texas Christian,WAC,10.0,2.0,0.833,7.0,1.0,0.875,35.9,11.2,11.29,-5.79
1970-01-01 00:00:00.000002000,UTEP,WAC,8.0,4.0,0.667,7.0,1.0,0.875,31.5,28.0,3.1,-1.49
1970-01-01 00:00:00.000002000,Fresno State,WAC,7.0,5.0,0.583,6.0,2.0,0.75,26.4,20.9,2.22,-2.04
1970-01-01 00:00:00.000002000,San Jose State,WAC,7.0,5.0,0.583,5.0,3.0,0.625,31.2,29.8,-0.82,-2.74
1970-01-01 00:00:00.000002000,Tulsa,WAC,5.0,7.0,0.417,4.0,4.0,0.5,20.0,23.6,-8.77,-4.77
1970-01-01 00:00:00.000002000,Rice,WAC,3.0,8.0,0.273,2.0,6.0,0.25,21.5,29.3,-7.49,-1.31
1970-01-01 00:00:00.000002000,Hawaii,WAC,3.0,9.0,0.25,2.0,6.0,0.25,24.5,33.3,-12.52,-4.18
1970-01-01 00:00:00.000002000,SMU,WAC,3.0,9.0,0.25,2.0,6.0,0.25,15.1,29.3,-13.76,-3.85
1970-01-01 00:00:00.000002000,Nevada,WAC,2.0,10.0,0.167,1.0,7.0,0.125,17.3,38.7,-18.95,-1.78
1970-01-01 00:00:00.000002001,Maryland,ACC,10.0,2.0,0.833,7.0,1.0,0.875,34.4,22.2,10.78,1.36
1970-01-01 00:00:00.000002001,Florida State,ACC,8.0,4.0,0.667,6.0,2.0,0.75,33.6,25.3,12.79,6.45
1970-01-01 00:00:00.000002001,North Carolina,ACC,8.0,5.0,0.615,5.0,3.0,0.625,25.9,20.8,7.52,4.29
1970-01-01 00:00:00.000002001,Georgia Tech,ACC,8.0,5.0,0.615,4.0,4.0,0.5,31.2,21.6,7.1,1.95
1970-01-01 00:00:00.000002001,Clemson,ACC,7.0,5.0,0.583,4.0,4.0,0.5,30.8,28.3,4.34,1.59
1970-01-01 00:00:00.000002001,North Carolina State,ACC,7.0,5.0,0.583,4.0,4.0,0.5,26.6,21.4,6.38,1.05
1970-01-01 00:00:00.000002001,Wake Forest,ACC,6.0,5.0,0.545,3.0,5.0,0.375,26.5,28.3,0.24,0.87
1970-01-01 00:00:00.000002001,Virginia,ACC,5.0,7.0,0.417,3.0,5.0,0.375,20.8,27.6,-1.91,2.76
1970-01-01 00:00:00.000002001,Duke,ACC,0.0,11.0,0.0,0.0,8.0,0.0,19.3,44.6,-16.57,3.16
1970-01-01 00:00:00.000002001,Colorado,Big 12 (North),10.0,3.0,0.769,7.0,1.0,0.875,31.7,24.5,13.44,6.44
1970-01-01 00:00:00.000002001,Nebraska,Big 12 (North),11.0,2.0,0.846,7.0,1.0,0.875,35.6,17.4,16.48,4.33
1970-01-01 00:00:00.000002001,Iowa State,Big 12 (North),7.0,5.0,0.583,4.0,4.0,0.5,25.8,20.4,4.12,1.45
1970-01-01 00:00:00.000002001,Kansas State,Big 12 (North),6.0,6.0,0.5,3.0,5.0,0.375,27.5,17.1,9.63,5.63
1970-01-01 00:00:00.000002001,Missouri,Big 12 (North),4.0,7.0,0.364,3.0,5.0,0.375,21.8,30.0,-1.86,3.69
1970-01-01 00:00:00.000002001,Kansas,Big 12 (North),3.0,8.0,0.273,1.0,7.0,0.125,16.5,36.2,-5.89,5.75
1970-01-01 00:00:00.000002001,Texas,Big 12 (South),11.0,2.0,0.846,7.0,1.0,0.875,39.8,15.9,18.67,2.21
1970-01-01 00:00:00.000002001,Oklahoma,Big 12 (South),11.0,2.0,0.846,6.0,2.0,0.75,30.5,13.0,15.39,2.16
1970-01-01 00:00:00.000002001,Texas A&M,Big 12 (South),8.0,4.0,0.667,4.0,4.0,0.5,20.7,17.8,5.96,2.63
1970-01-01 00:00:00.000002001,Texas Tech,Big 12 (South),7.0,5.0,0.583,4.0,4.0,0.5,33.5,23.4,8.56,2.81
1970-01-01 00:00:00.000002001,Oklahoma State,Big 12 (South),4.0,7.0,0.364,2.0,6.0,0.25,22.0,25.5,-0.13,3.41
1970-01-01 00:00:00.000002001,Baylor,Big 12 (South),3.0,8.0,0.273,0.0,8.0,0.0,18.6,32.5,-6.84,2.25
1970-01-01 00:00:00.000002001,Miami (FL),Big East,12.0,0.0,1.0,7.0,0.0,1.0,42.7,9.8,26.17,5.09
1970-01-01 00:00:00.000002001,Syracuse,Big East,10.0,3.0,0.769,6.0,1.0,0.857,25.7,19.0,13.54,6.23
1970-01-01 00:00:00.000002001,Boston College,Big East,8.0,4.0,0.667,4.0,3.0,0.571,27.3,18.9,10.27,3.19
1970-01-01 00:00:00.000002001,Virginia Tech,Big East,8.0,4.0,0.667,4.0,3.0,0.571,31.3,14.8,12.16,2.16
1970-01-01 00:00:00.000002001,Pitt,Big East,7.0,5.0,0.583,4.0,3.0,0.571,24.7,20.4,6.31,2.97
1970-01-01 00:00:00.000002001,Temple,Big East,4.0,7.0,0.364,2.0,5.0,0.286,18.0,27.4,-4.63,2.46
1970-01-01 00:00:00.000002001,West Virginia,Big East,3.0,8.0,0.273,1.0,6.0,0.143,21.4,24.4,-0.82,4.45
1970-01-01 00:00:00.000002001,Rutgers,Big East,2.0,9.0,0.182,0.0,7.0,0.0,10.8,36.1,-13.02,0.16
1970-01-01 00:00:00.000002001,Illinois,Big Ten,10.0,2.0,0.833,7.0,1.0,0.875,32.5,23.8,12.71,3.79
1970-01-01 00:00:00.000002001,Michigan,Big Ten,8.0,4.0,0.667,6.0,2.0,0.75,26.7,19.8,12.65,5.73
1970-01-01 00:00:00.000002001,Ohio State,Big Ten,7.0,5.0,0.583,5.0,3.0,0.625,26.0,20.3,8.56,3.73
1970-01-01 00:00:00.000002001,Iowa,Big Ten,7.0,5.0,0.583,4.0,4.0,0.5,32.6,21.5,9.96,3.21
1970-01-01 00:00:00.000002001,Purdue,Big Ten,6.0,6.0,0.5,4.0,4.0,0.5,20.8,23.2,2.95,4.95
1970-01-01 00:00:00.000002001,Indiana,Big Ten,5.0,6.0,0.455,4.0,4.0,0.5,27.7,27.1,4.15,5.51
1970-01-01 00:00:00.000002001,Penn State,Big Ten,5.0,6.0,0.455,4.0,4.0,0.5,22.5,25.5,5.21,7.39
1970-01-01 00:00:00.000002001,Michigan State,Big Ten,7.0,5.0,0.583,3.0,5.0,0.375,31.2,25.9,6.26,2.93
1970-01-01 00:00:00.000002001,Wisconsin,Big Ten,5.0,7.0,0.417,3.0,5.0,0.375,26.1,28.8,2.91,5.33
1970-01-01 00:00:00.000002001,Minnesota,Big Ten,4.0,7.0,0.364,2.0,6.0,0.25,28.0,27.2,-0.7,1.76
1970-01-01 00:00:00.000002001,Northwestern,Big Ten,4.0,7.0,0.364,2.0,6.0,0.25,29.1,34.4,-1.01,3.26
1970-01-01 00:00:00.000002001,Louisville,CUSA,11.0,2.0,0.846,6.0,1.0,0.857,30.3,17.2,8.49,-3.21
1970-01-01 00:00:00.000002001,Cincinnati,CUSA,7.0,5.0,0.583,5.0,2.0,0.714,28.0,24.2,-2.24,-6.07
1970-01-01 00:00:00.000002001,UAB,CUSA,6.0,5.0,0.545,5.0,2.0,0.714,24.1,18.7,-2.15,-4.61
1970-01-01 00:00:00.000002001,East Carolina,CUSA,6.0,6.0,0.5,5.0,2.0,0.714,35.1,30.0,2.59,-1.42
1970-01-01 00:00:00.000002001,Southern Mississippi,CUSA,6.0,5.0,0.545,4.0,3.0,0.571,25.3,16.9,0.84,-2.71
1970-01-01 00:00:00.000002001,Texas Christian,CUSA,6.0,6.0,0.5,4.0,3.0,0.571,24.1,23.8,-3.79,-4.04
1970-01-01 00:00:00.000002001,Memphis,CUSA,5.0,6.0,0.455,3.0,4.0,0.429,26.7,25.5,-3.09,-2.09
1970-01-01 00:00:00.000002001,Army,CUSA,3.0,8.0,0.273,2.0,5.0,0.286,20.8,33.2,-15.4,-5.94
1970-01-01 00:00:00.000002001,Tulane,CUSA,3.0,9.0,0.25,1.0,6.0,0.143,28.7,41.3,-9.64,-1.98
1970-01-01 00:00:00.000002001,Houston,CUSA,0.0,11.0,0.0,0.0,7.0,0.0,17.3,39.3,-17.81,0.91
1970-01-01 00:00:00.000002001,South Florida,Ind,8.0,3.0,0.727,,,,35.2,21.0,1.56,-9.72
1970-01-01 00:00:00.000002001,Troy,Ind,7.0,4.0,0.636,,,,22.4,24.5,-4.32,-5.14
1970-01-01 00:00:00.000002001,UCF,Ind,6.0,5.0,0.545,,,,30.3,18.5,1.11,-4.62
1970-01-01 00:00:00.000002001,Notre Dame,Ind,5.0,6.0,0.455,,,,19.5,19.5,6.0,6.55
1970-01-01 00:00:00.000002001,Utah State,Ind,4.0,7.0,0.364,,,,28.7,38.3,-8.39,-1.21
1970-01-01 00:00:00.000002001,Connecticut,Ind,2.0,9.0,0.182,,,,17.5,33.6,-19.66,-7.75
1970-01-01 00:00:00.000002001,Navy,Ind,0.0,10.0,0.0,,,,18.3,34.4,-15.68,-2.68
1970-01-01 00:00:00.000002001,Marshall,MAC (East),11.0,2.0,0.846,8.0,0.0,1.0,39.4,28.4,6.32,-5.45
1970-01-01 00:00:00.000002001,Miami (OH),MAC (East),7.0,5.0,0.583,6.0,2.0,0.75,26.6,25.8,-1.16,-1.91
1970-01-01 00:00:00.000002001,Bowling Green,MAC (East),8.0,3.0,0.727,5.0,3.0,0.625,30.3,19.5,4.58,-4.42
1970-01-01 00:00:00.000002001,Kent State,MAC (East),6.0,5.0,0.545,5.0,3.0,0.625,22.5,25.5,-5.42,-4.88
1970-01-01 00:00:00.000002001,Akron,MAC (East),4.0,7.0,0.364,4.0,4.0,0.5,25.5,32.7,-9.08,-3.62
1970-01-01 00:00:00.000002001,Buffalo,MAC (East),3.0,8.0,0.273,1.0,7.0,0.125,18.6,26.0,-17.53,-9.35
1970-01-01 00:00:00.000002001,Ohio,MAC (East),1.0,10.0,0.091,1.0,7.0,0.125,18.0,29.4,-13.22,-2.22
1970-01-01 00:00:00.000002001,Toledo,MAC (West),10.0,2.0,0.833,5.0,2.0,0.714,33.9,24.8,3.21,-6.62
1970-01-01 00:00:00.000002001,Northern Illinois,MAC (West),6.0,5.0,0.545,4.0,3.0,0.571,27.5,26.5,-3.67,-4.67
1970-01-01 00:00:00.000002001,Ball State,MAC (West),5.0,6.0,0.455,4.0,3.0,0.571,24.4,26.9,-9.24,-7.61
1970-01-01 00:00:00.000002001,Western Michigan,MAC (West),5.0,6.0,0.455,4.0,4.0,0.5,25.2,24.2,-4.19,-4.29
1970-01-01 00:00:00.000002001,Central Michigan,MAC (West),3.0,8.0,0.273,2.0,6.0,0.25,22.8,31.5,-15.0,-6.55
1970-01-01 00:00:00.000002001,Eastern Michigan,MAC (West),2.0,9.0,0.182,1.0,6.0,0.143,17.9,32.4,-21.81,-9.45
1970-01-01 00:00:00.000002001,BYU,MWC,12.0,2.0,0.857,7.0,0.0,1.0,44.1,30.3,7.96,-3.11
1970-01-01 00:00:00.000002001,Colorado State,MWC,7.0,5.0,0.583,5.0,2.0,0.714,24.8,22.8,1.91,-0.25
1970-01-01 00:00:00.000002001,Utah,MWC,8.0,4.0,0.667,4.0,3.0,0.571,27.4,17.5,7.86,0.11
1970-01-01 00:00:00.000002001,New Mexico,MWC,6.0,5.0,0.545,4.0,3.0,0.571,27.6,22.1,-0.6,-3.6
1970-01-01 00:00:00.000002001,Air Force,MWC,6.0,6.0,0.5,3.0,4.0,0.429,28.1,32.2,-6.3,-3.22
1970-01-01 00:00:00.000002001,Nevada-Las Vegas,MWC,4.0,7.0,0.364,3.0,4.0,0.429,25.8,24.5,-1.23,-1.5
1970-01-01 00:00:00.000002001,San Diego State,MWC,3.0,8.0,0.273,2.0,5.0,0.286,16.7,26.4,-9.77,-1.4
1970-01-01 00:00:00.000002001,Wyoming,MWC,2.0,9.0,0.182,0.0,7.0,0.0,20.8,33.5,-13.75,-2.57
1970-01-01 00:00:00.000002001,Oregon,Pac-10,11.0,1.0,0.917,7.0,1.0,0.875,34.3,21.3,16.92,4.67
1970-01-01 00:00:00.000002001,Washington State,Pac-10,10.0,2.0,0.833,6.0,2.0,0.75,35.0,22.4,12.09,0.59
1970-01-01 00:00:00.000002001,Stanford,Pac-10,9.0,3.0,0.75,6.0,2.0,0.75,35.2,28.3,12.13,5.13
1970-01-01 00:00:00.000002001,Washington,Pac-10,8.0,4.0,0.667,6.0,2.0,0.75,29.4,30.8,7.07,6.4
1970-01-01 00:00:00.000002001,USC,Pac-10,6.0,6.0,0.5,5.0,3.0,0.625,24.8,17.3,8.92,4.67
1970-01-01 00:00:00.000002001,UCLA,Pac-10,7.0,4.0,0.636,4.0,4.0,0.5,28.8,20.5,12.32,5.95
1970-01-01 00:00:00.000002001,Oregon State,Pac-10,5.0,6.0,0.455,3.0,5.0,0.375,26.1,23.5,3.16,2.62
1970-01-01 00:00:00.000002001,Arizona,Pac-10,5.0,6.0,0.455,2.0,6.0,0.25,29.1,34.3,-1.33,1.94
1970-01-01 00:00:00.000002001,Arizona State,Pac-10,4.0,7.0,0.364,1.0,7.0,0.125,34.0,32.8,1.25,2.89
1970-01-01 00:00:00.000002001,California,Pac-10,1.0,10.0,0.091,0.0,8.0,0.0,18.3,39.2,-8.37,7.17
