year,school,conference,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offence,ppg_defence,SRS,SOS
1970-01-01 00:00:00.000002005,Florida International,Sun Belt,5.0,6.0,0.455,3.0,4.0,0.429,23.4,29.4,-14.88,-11.69
1970-01-01 00:00:00.000002005,Middle Tennessee State,Sun Belt,4.0,7.0,0.364,3.0,4.0,0.429,19.1,18.7,-9.89,-8.44
1970-01-01 00:00:00.000002005,Troy,Sun Belt,4.0,7.0,0.364,3.0,4.0,0.429,15.9,23.2,-16.7,-10.25
1970-01-01 00:00:00.000002005,Florida Atlantic,Sun Belt,2.0,9.0,0.182,2.0,5.0,0.286,13.5,30.8,-18.39,-6.85
1970-01-01 00:00:00.000002005,North Texas,Sun Belt,2.0,9.0,0.182,2.0,5.0,0.286,14.3,31.5,-18.23,-7.6
1970-01-01 00:00:00.000002005,Nevada,WAC,9.0,3.0,0.75,7.0,1.0,0.875,34.2,31.9,-5.21,-8.12
1970-01-01 00:00:00.000002005,Boise State,WAC,9.0,4.0,0.692,7.0,1.0,0.875,36.1,24.4,2.11,-6.36
1970-01-01 00:00:00.000002005,Louisiana Tech,WAC,7.0,4.0,0.636,6.0,2.0,0.75,28.7,25.5,-3.39,-7.3
1970-01-01 00:00:00.000002005,Fresno State,WAC,8.0,5.0,0.615,6.0,2.0,0.75,37.8,22.5,5.72,-4.82
1970-01-01 00:00:00.000002005,Hawaii,WAC,5.0,7.0,0.417,4.0,4.0,0.5,30.7,35.7,-5.61,-2.86
1970-01-01 00:00:00.000002005,San Jose State,WAC,3.0,8.0,0.273,2.0,6.0,0.25,22.5,32.5,-16.61,-8.61
1970-01-01 00:00:00.000002005,Utah State,WAC,3.0,8.0,0.273,2.0,6.0,0.25,18.9,32.7,-17.68,-5.87
1970-01-01 00:00:00.000002005,Idaho,WAC,2.0,9.0,0.182,2.0,6.0,0.25,22.1,38.1,-19.37,-7.28
1970-01-01 00:00:00.000002005,New Mexico State,WAC,0.0,12.0,0.0,0.0,8.0,0.0,16.5,38.8,-22.98,-4.15
1970-01-01 00:00:00.000002006,Wake Forest,ACC (Atlantic),11.0,3.0,0.786,6.0,2.0,0.75,21.6,15.4,7.95,1.1
1970-01-01 00:00:00.000002006,Boston College,ACC (Atlantic),10.0,3.0,0.769,5.0,3.0,0.625,26.0,15.7,9.96,0.58
1970-01-01 00:00:00.000002006,Maryland,ACC (Atlantic),9.0,4.0,0.692,5.0,3.0,0.625,21.8,21.8,2.7,1.01
1970-01-01 00:00:00.000002006,Clemson,ACC (Atlantic),8.0,5.0,0.615,5.0,3.0,0.625,32.7,16.2,8.19,0.65
1970-01-01 00:00:00.000002006,Florida State,ACC (Atlantic),7.0,6.0,0.538,3.0,5.0,0.375,26.5,19.8,6.19,2.19
1970-01-01 00:00:00.000002006,North Carolina State,ACC (Atlantic),3.0,9.0,0.25,2.0,6.0,0.25,17.5,21.8,-4.11,0.64
1970-01-01 00:00:00.000002006,Georgia Tech,ACC (Coastal),9.0,5.0,0.643,7.0,1.0,0.875,24.9,18.4,6.5,1.64
1970-01-01 00:00:00.000002006,Virginia Tech,ACC (Coastal),10.0,3.0,0.769,6.0,2.0,0.75,25.8,11.0,12.47,0.16
1970-01-01 00:00:00.000002006,Virginia,ACC (Coastal),5.0,7.0,0.417,4.0,4.0,0.5,15.1,17.8,-2.5,0.42
1970-01-01 00:00:00.000002006,Miami (FL),ACC (Coastal),7.0,6.0,0.538,3.0,5.0,0.375,19.6,15.5,3.02,0.4
1970-01-01 00:00:00.000002006,North Carolina,ACC (Coastal),3.0,9.0,0.25,2.0,6.0,0.25,18.0,30.5,-7.54,2.46
1970-01-01 00:00:00.000002006,Duke,ACC (Coastal),0.0,12.0,0.0,0.0,8.0,0.0,14.9,33.8,-14.98,2.36
1970-01-01 00:00:00.000002006,Nebraska,Big 12 (North),9.0,5.0,0.643,6.0,2.0,0.75,30.6,18.3,8.92,1.99
1970-01-01 00:00:00.000002006,Missouri,Big 12 (North),8.0,5.0,0.615,4.0,4.0,0.5,30.1,19.5,8.15,-0.09
1970-01-01 00:00:00.000002006,Kansas State,Big 12 (North),7.0,6.0,0.538,4.0,4.0,0.5,22.8,23.8,-0.07,1.32
1970-01-01 00:00:00.000002006,Kansas,Big 12 (North),6.0,6.0,0.5,3.0,5.0,0.375,29.0,25.5,0.53,-1.64
1970-01-01 00:00:00.000002006,Colorado,Big 12 (North),2.0,10.0,0.167,2.0,6.0,0.25,16.3,22.3,-6.18,0.99
1970-01-01 00:00:00.000002006,Iowa State,Big 12 (North),4.0,8.0,0.333,1.0,7.0,0.125,18.8,30.8,-9.91,0.17
1970-01-01 00:00:00.000002006,Oklahoma,Big 12 (South),11.0,3.0,0.786,7.0,1.0,0.875,30.3,17.3,12.75,2.83
1970-01-01 00:00:00.000002006,Texas,Big 12 (South),10.0,3.0,0.769,6.0,2.0,0.75,35.9,18.3,12.18,0.57
1970-01-01 00:00:00.000002006,Texas A&M,Big 12 (South),9.0,4.0,0.692,5.0,3.0,0.625,27.8,20.5,6.53,0.99
1970-01-01 00:00:00.000002006,Texas Tech,Big 12 (South),8.0,5.0,0.615,4.0,4.0,0.5,32.5,25.1,4.2,0.43
1970-01-01 00:00:00.000002006,Oklahoma State,Big 12 (South),7.0,6.0,0.538,3.0,5.0,0.375,35.2,25.6,6.04,1.12
1970-01-01 00:00:00.000002006,Baylor,Big 12 (South),4.0,8.0,0.333,3.0,5.0,0.375,23.6,32.6,-4.62,1.88
1970-01-01 00:00:00.000002006,Louisville,Big East,12.0,1.0,0.923,6.0,1.0,0.857,37.8,16.3,19.94,2.94
1970-01-01 00:00:00.000002006,Rutgers,Big East,11.0,2.0,0.846,5.0,2.0,0.714,29.8,14.3,12.88,1.11
1970-01-01 00:00:00.000002006,West Virginia,Big East,11.0,2.0,0.846,5.0,2.0,0.714,38.8,21.7,16.8,2.1
1970-01-01 00:00:00.000002006,South Florida,Big East,9.0,4.0,0.692,4.0,3.0,0.571,23.0,16.9,5.94,0.25
1970-01-01 00:00:00.000002006,Cincinnati,Big East,8.0,5.0,0.615,4.0,3.0,0.571,21.1,19.6,5.29,3.29
1970-01-01 00:00:00.000002006,Pitt,Big East,6.0,6.0,0.5,2.0,5.0,0.286,31.8,22.8,4.57,1.23
1970-01-01 00:00:00.000002006,Connecticut,Big East,4.0,8.0,0.333,1.0,6.0,0.143,21.4,27.0,-3.02,3.48
1970-01-01 00:00:00.000002006,Syracuse,Big East,4.0,8.0,0.333,1.0,6.0,0.143,17.4,24.6,-2.08,4.34
1970-01-01 00:00:00.000002006,Ohio State,Big Ten,12.0,1.0,0.923,8.0,0.0,1.0,34.6,12.8,18.76,2.07
1970-01-01 00:00:00.000002006,Wisconsin,Big Ten,12.0,1.0,0.923,7.0,1.0,0.875,29.2,12.1,11.97,-2.88
1970-01-01 00:00:00.000002006,Michigan,Big Ten,11.0,2.0,0.846,7.0,1.0,0.875,29.2,15.9,16.66,4.35
1970-01-01 00:00:00.000002006,Penn State,Big Ten,9.0,4.0,0.692,5.0,3.0,0.625,22.3,14.4,6.89,0.97
1970-01-01 00:00:00.000002006,Purdue,Big Ten,8.0,6.0,0.571,5.0,3.0,0.625,26.0,26.7,-0.61,-0.68
1970-01-01 00:00:00.000002006,Minnesota,Big Ten,6.0,7.0,0.462,3.0,5.0,0.375,28.9,26.0,1.45,1.84
1970-01-01 00:00:00.000002006,Indiana,Big Ten,5.0,7.0,0.417,3.0,5.0,0.375,23.1,32.8,-3.53,1.05
1970-01-01 00:00:00.000002006,Iowa,Big Ten,6.0,7.0,0.462,2.0,6.0,0.25,23.8,20.7,1.86,0.93
1970-01-01 00:00:00.000002006,Northwestern,Big Ten,4.0,8.0,0.333,2.0,6.0,0.25,16.5,26.2,-7.39,0.11
1970-01-01 00:00:00.000002006,Michigan State,Big Ten,4.0,8.0,0.333,1.0,7.0,0.125,25.2,28.4,-3.14,1.11
1970-01-01 00:00:00.000002006,Illinois,Big Ten,2.0,10.0,0.167,1.0,7.0,0.125,19.6,26.8,-5.87,1.13
1970-01-01 00:00:00.000002006,Southern Mississippi,CUSA (East),9.0,5.0,0.643,6.0,2.0,0.75,25.4,18.6,3.65,-1.49
1970-01-01 00:00:00.000002006,East Carolina,CUSA (East),7.0,6.0,0.538,5.0,3.0,0.625,21.5,20.8,-0.6,-1.06
1970-01-01 00:00:00.000002006,Marshall,CUSA (East),5.0,7.0,0.417,4.0,4.0,0.5,25.9,29.3,-4.98,-2.57
1970-01-01 00:00:00.000002006,UCF,CUSA (East),4.0,8.0,0.333,3.0,5.0,0.375,19.3,28.8,-7.16,-1.24
1970-01-01 00:00:00.000002006,UAB,CUSA (East),3.0,9.0,0.25,2.0,6.0,0.25,18.8,24.8,-7.28,-1.61
1970-01-01 00:00:00.000002006,Memphis,CUSA (East),2.0,10.0,0.167,1.0,7.0,0.125,23.4,30.4,-10.33,-2.67
1970-01-01 00:00:00.000002006,Houston,CUSA (West),10.0,4.0,0.714,7.0,1.0,0.875,33.0,23.5,5.4,-2.89
1970-01-01 00:00:00.000002006,Rice,CUSA (West),7.0,6.0,0.538,6.0,2.0,0.75,26.9,33.2,-3.89,-1.35
1970-01-01 00:00:00.000002006,Tulsa,CUSA (West),8.0,5.0,0.615,5.0,3.0,0.625,27.7,20.2,2.64,-3.13
1970-01-01 00:00:00.000002006,SMU,CUSA (West),6.0,6.0,0.5,4.0,4.0,0.5,27.1,24.5,-5.13,-5.55
1970-01-01 00:00:00.000002006,UTEP,CUSA (West),5.0,7.0,0.417,3.0,5.0,0.375,27.3,31.3,-7.78,-4.2
1970-01-01 00:00:00.000002006,Tulane,CUSA (West),4.0,8.0,0.333,2.0,6.0,0.25,18.7,33.3,-9.91,0.09
1970-01-01 00:00:00.000002006,Notre Dame,Ind,10.0,3.0,0.769,,,,31.0,23.8,11.32,3.56
1970-01-01 00:00:00.000002006,Navy,Ind,9.0,4.0,0.692,,,,28.2,20.1,2.58,-4.42
1970-01-01 00:00:00.000002006,Army,Ind,3.0,9.0,0.25,,,,19.3,27.9,-11.37,-2.79
1970-01-01 00:00:00.000002006,Temple,Ind,1.0,11.0,0.083,,,,10.9,41.3,-17.9,-0.4
1970-01-01 00:00:00.000002006,Ohio,MAC (East),9.0,5.0,0.643,7.0,1.0,0.875,19.7,18.1,-4.89,-6.03
1970-01-01 00:00:00.000002006,Kent State,MAC (East),6.0,6.0,0.5,5.0,3.0,0.625,17.8,20.1,-10.47,-9.14
1970-01-01 00:00:00.000002006,Akron,MAC (East),5.0,7.0,0.417,3.0,5.0,0.375,19.7,22.6,-9.7,-6.7
1970-01-01 00:00:00.000002006,Bowling Green,MAC (East),4.0,8.0,0.333,3.0,5.0,0.375,19.5,28.3,-14.87,-7.37
1970-01-01 00:00:00.000002006,Miami (OH),MAC (East),2.0,10.0,0.167,2.0,6.0,0.25,18.5,25.3,-13.85,-6.02
1970-01-01 00:00:00.000002006,Buffalo,MAC (East),2.0,10.0,0.167,1.0,7.0,0.125,18.3,35.9,-16.89,-3.48
1970-01-01 00:00:00.000002006,Central Michigan,MAC (West),10.0,4.0,0.714,7.0,1.0,0.875,29.7,22.3,2.35,-5.15
1970-01-01 00:00:00.000002006,Western Michigan,MAC (West),8.0,5.0,0.615,6.0,2.0,0.75,23.0,19.9,-2.77,-5.77
1970-01-01 00:00:00.000002006,Northern Illinois,MAC (West),7.0,6.0,0.538,5.0,3.0,0.625,25.5,21.2,-2.33,-5.79
1970-01-01 00:00:00.000002006,Ball State,MAC (West),5.0,7.0,0.417,5.0,3.0,0.625,27.2,25.8,-5.52,-6.43
1970-01-01 00:00:00.000002006,Toledo,MAC (West),5.0,7.0,0.417,3.0,5.0,0.375,23.4,27.7,-10.99,-6.91
1970-01-01 00:00:00.000002006,Eastern Michigan,MAC (West),1.0,11.0,0.083,1.0,7.0,0.125,13.9,26.8,-17.6,-5.43
1970-01-01 00:00:00.000002006,BYU,MWC,11.0,2.0,0.846,8.0,0.0,1.0,36.8,14.7,15.21,-1.33
1970-01-01 00:00:00.000002006,Texas Christian,MWC,11.0,2.0,0.846,6.0,2.0,0.75,29.2,12.3,9.27,-3.88
1970-01-01 00:00:00.000002006,Utah,MWC,8.0,5.0,0.615,5.0,3.0,0.625,27.9,19.8,3.32,-1.61
1970-01-01 00:00:00.000002006,Wyoming,MWC,6.0,6.0,0.5,5.0,3.0,0.625,21.5,22.0,-0.41,-1.33
1970-01-01 00:00:00.000002006,New Mexico,MWC,6.0,7.0,0.462,4.0,4.0,0.5,21.8,24.0,-3.75,-2.29
1970-01-01 00:00:00.000002006,Air Force,MWC,4.0,8.0,0.333,3.0,5.0,0.375,23.3,25.2,-2.94,0.81
1970-01-01 00:00:00.000002006,San Diego State,MWC,3.0,9.0,0.25,3.0,5.0,0.375,14.2,27.1,-11.03,-1.03
1970-01-01 00:00:00.000002006,Colorado State,MWC,4.0,8.0,0.333,1.0,7.0,0.125,16.8,21.9,-7.43,-2.34
1970-01-01 00:00:00.000002006,Nevada-Las Vegas,MWC,2.0,10.0,0.167,1.0,7.0,0.125,19.8,31.8,-12.14,-0.89
1970-01-01 00:00:00.000002006,USC,Pac-10,11.0,2.0,0.846,7.0,2.0,0.778,30.5,15.2,20.36,7.9
1970-01-01 00:00:00.000002006,California,Pac-10,10.0,3.0,0.769,7.0,2.0,0.778,32.8,19.3,16.36,4.74
1970-01-01 00:00:00.000002006,Oregon State,Pac-10,10.0,4.0,0.714,6.0,3.0,0.667,27.8,22.2,9.67,4.88
1970-01-01 00:00:00.000002006,UCLA,Pac-10,7.0,6.0,0.538,5.0,4.0,0.556,23.0,19.9,8.71,6.25
1970-01-01 00:00:00.000002006,Arizona State,Pac-10,7.0,6.0,0.538,4.0,5.0,0.444,26.8,25.1,6.28,4.43
1970-01-01 00:00:00.000002006,Oregon,Pac-10,7.0,6.0,0.538,4.0,5.0,0.444,29.5,26.5,5.94,5.55
1970-01-01 00:00:00.000002006,Arizona,Pac-10,6.0,6.0,0.5,4.0,5.0,0.444,16.6,19.6,5.84,7.01
1970-01-01 00:00:00.000002006,Washington State,Pac-10,6.0,6.0,0.5,4.0,5.0,0.444,24.6,23.1,5.81,5.4
1970-01-01 00:00:00.000002006,Washington,Pac-10,5.0,7.0,0.417,3.0,6.0,0.333,21.8,25.9,2.81,6.39
1970-01-01 00:00:00.000002006,Stanford,Pac-10,1.0,11.0,0.083,1.0,8.0,0.111,10.6,31.4,-8.73,7.93
1970-01-01 00:00:00.000002006,Florida,SEC (East),13.0,1.0,0.929,7.0,1.0,0.875,29.7,13.5,19.66,6.95
1970-01-01 00:00:00.000002006,Tennessee,SEC (East),9.0,4.0,0.692,5.0,3.0,0.625,27.8,19.5,14.15,6.92
1970-01-01 00:00:00.000002006,Georgia,SEC (East),9.0,4.0,0.692,4.0,4.0,0.5,25.2,17.6,10.21,3.75
1970-01-01 00:00:00.000002006,Kentucky,SEC (East),8.0,5.0,0.615,4.0,4.0,0.5,26.7,28.4,6.65,5.88
1970-01-01 00:00:00.000002006,South Carolina,SEC (East),8.0,5.0,0.615,3.0,5.0,0.375,26.6,18.7,9.67,4.75
1970-01-01 00:00:00.000002006,Vanderbilt,SEC (East),4.0,8.0,0.333,1.0,7.0,0.125,22.0,23.7,1.17,3.67
1970-01-01 00:00:00.000002006,Arkansas,SEC (West),10.0,4.0,0.714,7.0,1.0,0.875,28.9,18.3,13.12,5.05
1970-01-01 00:00:00.000002006,Auburn,SEC (West),11.0,2.0,0.846,6.0,2.0,0.75,24.8,13.9,13.51,3.81
1970-01-01 00:00:00.000002006,LSU,SEC (West),11.0,2.0,0.846,6.0,2.0,0.75,33.7,12.6,18.86,4.78
1970-01-01 00:00:00.000002006,Alabama,SEC (West),6.0,7.0,0.462,2.0,6.0,0.25,22.9,19.2,5.64,4.03
1970-01-01 00:00:00.000002006,Ole Miss,SEC (West),4.0,8.0,0.333,2.0,6.0,0.25,15.7,22.9,-1.74,4.59
1970-01-01 00:00:00.000002006,Mississippi State,SEC (West),3.0,9.0,0.25,1.0,7.0,0.125,18.4,25.8,-2.64,4.86
1970-01-01 00:00:00.000002006,Troy,Sun Belt,8.0,5.0,0.615,6.0,1.0,0.857,22.8,22.2,-3.44,-5.97
1970-01-01 00:00:00.000002006,Middle Tennessee State,Sun Belt,7.0,6.0,0.538,6.0,1.0,0.857,22.8,23.2,-1.87,-3.25
1970-01-01 00:00:00.000002006,Arkansas State,Sun Belt,6.0,6.0,0.5,4.0,3.0,0.571,15.2,24.1,-11.13,-5.88
1970-01-01 00:00:00.000002006,Florida Atlantic,Sun Belt,5.0,7.0,0.417,4.0,3.0,0.571,15.1,24.9,-8.67,-4.92
1970-01-01 00:00:00.000002006,Louisiana,Sun Belt,6.0,6.0,0.5,3.0,4.0,0.429,20.7,24.7,-7.72,-5.89
1970-01-01 00:00:00.000002006,Louisiana-Monroe,Sun Belt,4.0,8.0,0.333,3.0,4.0,0.429,21.8,22.3,-6.28,-4.95
1970-01-01 00:00:00.000002006,North Texas,Sun Belt,3.0,9.0,0.25,2.0,5.0,0.286,12.8,25.3,-16.06,-6.15
1970-01-01 00:00:00.000002006,Florida International,Sun Belt,0.0,12.0,0.0,0.0,7.0,0.0,9.6,26.1,-19.23,-4.39
1970-01-01 00:00:00.000002006,Boise State,WAC,13.0,0.0,1.0,8.0,0.0,1.0,39.7,17.6,14.65,-2.58
1970-01-01 00:00:00.000002006,Hawaii,WAC,11.0,3.0,0.786,7.0,1.0,0.875,46.9,24.1,10.71,-3.29
1970-01-01 00:00:00.000002006,San Jose State,WAC,9.0,4.0,0.692,5.0,3.0,0.625,24.9,20.8,-0.49,-4.95
1970-01-01 00:00:00.000002006,Nevada,WAC,8.0,5.0,0.615,5.0,3.0,0.625,30.1,19.2,3.45,-3.7
1970-01-01 00:00:00.000002006,Fresno State,WAC,4.0,8.0,0.333,4.0,4.0,0.5,23.0,28.3,-5.76,-0.09
1970-01-01 00:00:00.000002006,Idaho,WAC,4.0,8.0,0.333,3.0,5.0,0.375,16.9,34.8,-11.37,-1.71
1970-01-01 00:00:00.000002006,New Mexico State,WAC,4.0,8.0,0.333,2.0,6.0,0.25,31.2,30.8,-6.3,-5.55
1970-01-01 00:00:00.000002006,Louisiana Tech,WAC,3.0,10.0,0.231,1.0,7.0,0.125,18.6,41.7,-15.4,-1.63
1970-01-01 00:00:00.000002006,Utah State,WAC,1.0,11.0,0.083,1.0,7.0,0.125,10.8,38.5,-16.52,1.73
1970-01-01 00:00:00.000002007,Boston College,ACC (Atlantic),11.0,3.0,0.786,6.0,2.0,0.75,28.3,20.4,9.75,1.54
1970-01-01 00:00:00.000002007,Clemson,ACC (Atlantic),9.0,4.0,0.692,5.0,3.0,0.625,33.1,18.7,11.4,1.71
1970-01-01 00:00:00.000002007,Wake Forest,ACC (Atlantic),9.0,4.0,0.692,5.0,3.0,0.625,27.8,22.2,7.07,1.22
1970-01-01 00:00:00.000002007,Florida State,ACC (Atlantic),7.0,6.0,0.538,4.0,4.0,0.5,23.3,22.9,5.02,4.33
1970-01-01 00:00:00.000002007,Maryland,ACC (Atlantic),6.0,7.0,0.462,3.0,5.0,0.375,24.1,21.5,4.31,3.15
1970-01-01 00:00:00.000002007,North Carolina State,ACC (Atlantic),5.0,7.0,0.417,3.0,5.0,0.375,20.8,28.3,-3.13,2.96
1970-01-01 00:00:00.000002007,Virginia Tech,ACC (Coastal),11.0,3.0,0.786,7.0,1.0,0.875,28.7,16.1,14.22,2.86
1970-01-01 00:00:00.000002007,Virginia,ACC (Coastal),9.0,4.0,0.692,6.0,2.0,0.75,24.4,19.7,5.89,1.66
1970-01-01 00:00:00.000002007,Georgia Tech,ACC (Coastal),7.0,6.0,0.538,4.0,4.0,0.5,26.2,20.8,3.94,1.24
1970-01-01 00:00:00.000002007,North Carolina,ACC (Coastal),4.0,8.0,0.333,3.0,5.0,0.375,21.2,24.5,-1.82,2.02
1970-01-01 00:00:00.000002007,Miami (FL),ACC (Coastal),5.0,7.0,0.417,2.0,6.0,0.25,20.6,26.0,-1.23,1.6
1970-01-01 00:00:00.000002007,Duke,ACC (Coastal),1.0,11.0,0.083,0.0,8.0,0.0,17.9,33.2,-10.34,3.33
1970-01-01 00:00:00.000002007,Kansas,Big 12 (North),12.0,1.0,0.923,7.0,1.0,0.875,42.8,16.4,14.45,-1.24
1970-01-01 00:00:00.000002007,Missouri,Big 12 (North),12.0,2.0,0.857,7.0,1.0,0.875,39.9,23.3,16.77,3.7
1970-01-01 00:00:00.000002007,Colorado,Big 12 (North),6.0,7.0,0.462,4.0,4.0,0.5,27.3,29.5,2.65,4.11
1970-01-01 00:00:00.000002007,Kansas State,Big 12 (North),5.0,7.0,0.417,3.0,5.0,0.375,35.2,30.8,3.63,1.97
1970-01-01 00:00:00.000002007,Nebraska,Big 12 (North),5.0,7.0,0.417,2.0,6.0,0.25,33.4,37.9,1.48,5.89
1970-01-01 00:00:00.000002007,Iowa State,Big 12 (North),3.0,9.0,0.25,2.0,6.0,0.25,18.2,31.8,-7.21,2.45
1970-01-01 00:00:00.000002007,Oklahoma,Big 12 (South),11.0,3.0,0.786,6.0,2.0,0.75,42.3,20.3,15.87,2.87
1970-01-01 00:00:00.000002007,Texas,Big 12 (South),10.0,3.0,0.769,5.0,3.0,0.625,37.2,25.3,10.99,1.91
1970-01-01 00:00:00.000002007,Texas Tech,Big 12 (South),9.0,4.0,0.692,4.0,4.0,0.5,40.9,25.9,8.28,-0.8
1970-01-01 00:00:00.000002007,Oklahoma State,Big 12 (South),7.0,6.0,0.538,4.0,4.0,0.5,34.6,29.5,6.67,4.06
1970-01-01 00:00:00.000002007,Texas A&M,Big 12 (South),7.0,6.0,0.538,4.0,4.0,0.5,27.9,25.9,5.56,3.87
1970-01-01 00:00:00.000002007,Baylor,Big 12 (South),3.0,9.0,0.25,0.0,8.0,0.0,18.2,37.0,-11.15,2.6
1970-01-01 00:00:00.000002007,West Virginia,Big East,11.0,2.0,0.846,5.0,2.0,0.714,39.6,18.1,19.09,3.4
1970-01-01 00:00:00.000002007,Connecticut,Big East,9.0,4.0,0.692,5.0,2.0,0.714,26.5,19.0,7.07,0.45
1970-01-01 00:00:00.000002007,Cincinnati,Big East,10.0,3.0,0.769,4.0,3.0,0.571,36.3,18.8,13.4,0.48
1970-01-01 00:00:00.000002007,South Florida,Big East,9.0,4.0,0.692,4.0,3.0,0.571,34.7,23.4,12.37,4.37
1970-01-01 00:00:00.000002007,Rutgers,Big East,8.0,5.0,0.615,3.0,4.0,0.429,32.8,22.5,6.75,0.44
1970-01-01 00:00:00.000002007,Louisville,Big East,6.0,6.0,0.5,3.0,4.0,0.429,35.2,31.4,5.02,3.44
1970-01-01 00:00:00.000002007,Pitt,Big East,5.0,7.0,0.417,3.0,4.0,0.429,22.8,24.3,1.64,2.81
1970-01-01 00:00:00.000002007,Syracuse,Big East,2.0,10.0,0.167,1.0,6.0,0.143,16.4,34.8,-10.72,4.62
1970-01-01 00:00:00.000002007,Ohio State,Big Ten,11.0,2.0,0.846,7.0,1.0,0.875,31.4,12.8,14.84,0.53
1970-01-01 00:00:00.000002007,Illinois,Big Ten,9.0,4.0,0.692,6.0,2.0,0.75,27.8,21.8,8.07,1.76
1970-01-01 00:00:00.000002007,Michigan,Big Ten,9.0,4.0,0.692,6.0,2.0,0.75,27.2,21.4,7.91,2.68
1970-01-01 00:00:00.000002007,Wisconsin,Big Ten,9.0,4.0,0.692,5.0,3.0,0.625,29.5,23.2,5.31,0.08
1970-01-01 00:00:00.000002007,Penn State,Big Ten,9.0,4.0,0.692,4.0,4.0,0.5,30.3,17.5,9.09,0.32
1970-01-01 00:00:00.000002007,Iowa,Big Ten,6.0,6.0,0.5,4.0,4.0,0.5,18.5,18.8,-3.43,-2.1
1970-01-01 00:00:00.000002007,Purdue,Big Ten,8.0,5.0,0.615,3.0,5.0,0.375,34.3,26.5,4.24,-1.69
1970-01-01 00:00:00.000002007,Indiana,Big Ten,7.0,6.0,0.538,3.0,5.0,0.375,31.7,28.5,0.34,-1.43
1970-01-01 00:00:00.000002007,Michigan State,Big Ten,7.0,6.0,0.538,3.0,5.0,0.375,33.1,26.6,6.69,1.69
1970-01-01 00:00:00.000002007,Northwestern,Big Ten,6.0,6.0,0.5,3.0,5.0,0.375,25.8,31.0,-3.7,-1.45
1970-01-01 00:00:00.000002007,Minnesota,Big Ten,1.0,11.0,0.083,0.0,8.0,0.0,26.3,36.7,-11.69,-0.02
1970-01-01 00:00:00.000002007,UCF,CUSA (East),10.0,4.0,0.714,7.0,1.0,0.875,35.9,26.6,6.13,-3.3
1970-01-01 00:00:00.000002007,East Carolina,CUSA (East),8.0,5.0,0.615,6.0,2.0,0.75,31.0,30.4,1.0,-1.38
1970-01-01 00:00:00.000002007,Memphis,CUSA (East),7.0,6.0,0.538,6.0,2.0,0.75,29.2,32.2,-8.4,-7.4
1970-01-01 00:00:00.000002007,Southern Mississippi,CUSA (East),7.0,6.0,0.538,5.0,3.0,0.625,27.8,24.2,-2.09,-4.47
1970-01-01 00:00:00.000002007,Marshall,CUSA (East),3.0,9.0,0.25,3.0,5.0,0.375,24.8,34.3,-9.93,-1.59
1970-01-01 00:00:00.000002007,UAB,CUSA (East),2.0,10.0,0.167,1.0,7.0,0.125,19.6,35.1,-13.98,-2.4
1970-01-01 00:00:00.000002007,Tulsa,CUSA (West),10.0,4.0,0.714,6.0,2.0,0.75,41.1,33.4,0.1,-4.62
1970-01-01 00:00:00.000002007,Houston,CUSA (West),8.0,5.0,0.615,6.0,2.0,0.75,34.5,29.2,-1.5,-5.27
1970-01-01 00:00:00.000002007,Tulane,CUSA (West),4.0,8.0,0.333,3.0,5.0,0.375,24.4,31.3,-13.57,-5.82
1970-01-01 00:00:00.000002007,Rice,CUSA (West),3.0,9.0,0.25,3.0,5.0,0.375,31.4,42.9,-14.59,-5.75
1970-01-01 00:00:00.000002007,UTEP,CUSA (West),4.0,8.0,0.333,2.0,6.0,0.25,33.6,37.1,-9.3,-4.88
1970-01-01 00:00:00.000002007,SMU,CUSA (West),1.0,11.0,0.083,0.0,8.0,0.0,28.3,39.8,-15.44,-4.53
1970-01-01 00:00:00.000002007,Navy,Ind,8.0,5.0,0.615,,,,39.3,36.4,-2.9,-5.36
1970-01-01 00:00:00.000002007,Army,Ind,3.0,9.0,0.25,,,,16.9,30.3,-13.9,-2.65
1970-01-01 00:00:00.000002007,Notre Dame,Ind,3.0,9.0,0.25,,,,16.4,28.8,-5.03,4.89
1970-01-01 00:00:00.000002007,Bowling Green,MAC (East),8.0,5.0,0.615,6.0,2.0,0.75,30.2,32.1,-5.04,-7.04
1970-01-01 00:00:00.000002007,Miami (OH),MAC (East),6.0,7.0,0.462,5.0,2.0,0.714,19.2,25.6,-9.28,-5.66
1970-01-01 00:00:00.000002007,Buffalo,MAC (East),5.0,7.0,0.417,5.0,3.0,0.625,24.3,27.6,-9.73,-6.98
1970-01-01 00:00:00.000002007,Ohio,MAC (East),6.0,6.0,0.5,4.0,4.0,0.5,30.5,29.9,-9.09,-8.92
1970-01-01 00:00:00.000002007,Temple,MAC (East),4.0,8.0,0.333,4.0,4.0,0.5,16.4,26.3,-14.76,-7.01
1970-01-01 00:00:00.000002007,Akron,MAC (East),4.0,8.0,0.333,3.0,5.0,0.375,21.2,29.2,-12.52,-5.27
1970-01-01 00:00:00.000002007,Kent State,MAC (East),3.0,9.0,0.25,1.0,7.0,0.125,21.6,29.2,-12.29,-6.88
1970-01-01 00:00:00.000002007,Central Michigan,MAC (West),8.0,6.0,0.571,6.0,1.0,0.857,34.8,36.9,-3.99,-5.92
